Date/Time CET/CEST;Date/Time UTC;MBA;Consumption Total [MWh];Metered [MWh];Profiled [MWh];Flex-settled [MWh]
10.01.2024/01:00;10.01.2024/00:00;SE1, SE2, SE3, SE4;-17533,092086;-12106,036491;-5427,055595;0
10.01.2024/02:00;10.01.2024/01:00;SE1, SE2, SE3, SE4;-17452,623725;-12074,201099;-5378,422626;0
10.01.2024/03:00;10.01.2024/02:00;SE1, SE2, SE3, SE4;-17424,527184;-12039,820693;-5384,706491;0
10.01.2024/04:00;10.01.2024/03:00;SE1, SE2, SE3, SE4;-17649,796171;-12200,120878;-5449,675293;0
10.01.2024/05:00;10.01.2024/04:00;SE1, SE2, SE3, SE4;-18124,6137;-12476,516661;-5648,097039;0
10.01.2024/06:00;10.01.2024/05:00;SE1, SE2, SE3, SE4;-19589,348895;-13575,200117;-6014,148778;0
10.01.2024/07:00;10.01.2024/06:00;SE1, SE2, SE3, SE4;-20934,239595;-14627,769351;-6306,470244;0
10.01.2024/08:00;10.01.2024/07:00;SE1, SE2, SE3, SE4;-21105,14246;-14761,805336;-6343,337124;0
10.01.2024/09:00;10.01.2024/08:00;SE1, SE2, SE3, SE4;-20976,051558;-14675,959101;-6300,092457;0
10.01.2024/10:00;10.01.2024/09:00;SE1, SE2, SE3, SE4;-20887,523034;-14653,967418;-6233,555616;0
10.01.2024/11:00;10.01.2024/10:00;SE1, SE2, SE3, SE4;-20702,763509;-14589,58747;-6113,176039;0
10.01.2024/12:00;10.01.2024/11:00;SE1, SE2, SE3, SE4;-20500,463684;-14485,003987;-6015,459697;0
10.01.2024/13:00;10.01.2024/12:00;SE1, SE2, SE3, SE4;-20488,849343;-14579,718688;-5909,130655;0
10.01.2024/14:00;10.01.2024/13:00;SE1, SE2, SE3, SE4;-20586,228601;-14640,468688;-5945,759913;0
10.01.2024/15:00;10.01.2024/14:00;SE1, SE2, SE3, SE4;-20871,113841;-14677,95842;-6193,155421;0
10.01.2024/16:00;10.01.2024/15:00;SE1, SE2, SE3, SE4;-21342,430986;-14613,907347;-6728,523639;0
10.01.2024/17:00;10.01.2024/16:00;SE1, SE2, SE3, SE4;-21479,140848;-14366,37361;-7112,767238;0
10.01.2024/18:00;10.01.2024/17:00;SE1, SE2, SE3, SE4;-21190,961554;-14107,500745;-7083,460809;0
10.01.2024/19:00;10.01.2024/18:00;SE1, SE2, SE3, SE4;-20767,698909;-13874,723872;-6892,975037;0
10.01.2024/20:00;10.01.2024/19:00;SE1, SE2, SE3, SE4;-20401,918226;-13762,070355;-6639,847871;0
10.01.2024/21:00;10.01.2024/20:00;SE1, SE2, SE3, SE4;-19704,772441;-13394,428776;-6310,343665;0
10.01.2024/22:00;10.01.2024/21:00;SE1, SE2, SE3, SE4;-18880,41202;-12953,947346;-5926,464674;0
10.01.2024/23:00;10.01.2024/22:00;SE1, SE2, SE3, SE4;-18209,340523;-12658,071473;-5551,26905;0
11.01.2024/00:00;10.01.2024/23:00;SE1, SE2, SE3, SE4;-17650,263827;-12350,450147;-5299,81368;0
11.01.2024/01:00;11.01.2024/00:00;SE1, SE2, SE3, SE4;-17217,023044;-12073,764696;-5143,258348;0
11.01.2024/02:00;11.01.2024/01:00;SE1, SE2, SE3, SE4;-16972,24074;-11893,926814;-5078,313926;0
11.01.2024/03:00;11.01.2024/02:00;SE1, SE2, SE3, SE4;-16917,829527;-11845,794741;-5072,034786;0
11.01.2024/04:00;11.01.2024/03:00;SE1, SE2, SE3, SE4;-16965,728974;-11853,138457;-5112,590517;0
11.01.2024/05:00;11.01.2024/04:00;SE1, SE2, SE3, SE4;-17655,299765;-12357,962066;-5297,337699;0
11.01.2024/06:00;11.01.2024/05:00;SE1, SE2, SE3, SE4;-19110,369164;-13469,666873;-5640,702291;0
11.01.2024/07:00;11.01.2024/06:00;SE1, SE2, SE3, SE4;-20549,653402;-14601,531203;-5948,122199;0
11.01.2024/08:00;11.01.2024/07:00;SE1, SE2, SE3, SE4;-20926,577333;-14968,646128;-5957,931205;0
11.01.2024/09:00;11.01.2024/08:00;SE1, SE2, SE3, SE4;-20774,850883;-14875,927548;-5898,923335;0
11.01.2024/10:00;11.01.2024/09:00;SE1, SE2, SE3, SE4;-20555,845244;-14736,938421;-5818,906823;0
11.01.2024/11:00;11.01.2024/10:00;SE1, SE2, SE3, SE4;-20351,719643;-14630,584827;-5721,134816;0
11.01.2024/12:00;11.01.2024/11:00;SE1, SE2, SE3, SE4;-20228,352327;-14587,148134;-5641,204193;0
11.01.2024/13:00;11.01.2024/12:00;SE1, SE2, SE3, SE4;-20078,855841;-14508,987871;-5569,86797;0
11.01.2024/14:00;11.01.2024/13:00;SE1, SE2, SE3, SE4;-20148,519429;-14516,247625;-5632,271804;0
11.01.2024/15:00;11.01.2024/14:00;SE1, SE2, SE3, SE4;-20506,099253;-14582,456765;-5923,642488;0
11.01.2024/16:00;11.01.2024/15:00;SE1, SE2, SE3, SE4;-20843,182498;-14353,424255;-6489,758243;0
11.01.2024/17:00;11.01.2024/16:00;SE1, SE2, SE3, SE4;-21224,283314;-14340,185365;-6884,097949;0
11.01.2024/18:00;11.01.2024/17:00;SE1, SE2, SE3, SE4;-21002,886351;-14082,620529;-6920,265822;0
11.01.2024/19:00;11.01.2024/18:00;SE1, SE2, SE3, SE4;-20708,870496;-13900,300209;-6808,570287;0
11.01.2024/20:00;11.01.2024/19:00;SE1, SE2, SE3, SE4;-20171,654466;-13580,516171;-6591,138295;0
11.01.2024/21:00;11.01.2024/20:00;SE1, SE2, SE3, SE4;-19554,383995;-13235,753497;-6318,630498;0
11.01.2024/22:00;11.01.2024/21:00;SE1, SE2, SE3, SE4;-18899,646952;-12901,736757;-5997,910195;0
11.01.2024/23:00;11.01.2024/22:00;SE1, SE2, SE3, SE4;-18098,160319;-12439,31858;-5658,841739;0
12.01.2024/00:00;11.01.2024/23:00;SE1, SE2, SE3, SE4;-17633,441256;-12213,974;-5419,467256;0
12.01.2024/01:00;12.01.2024/00:00;SE1, SE2, SE3, SE4;-17365,16727;-12065,014091;-5300,153179;0
12.01.2024/02:00;12.01.2024/01:00;SE1, SE2, SE3, SE4;-17192,464604;-11964,98294;-5227,481664;0
12.01.2024/03:00;12.01.2024/02:00;SE1, SE2, SE3, SE4;-17072,319429;-11848,815596;-5223,503833;0
12.01.2024/04:00;12.01.2024/03:00;SE1, SE2, SE3, SE4;-17221,15441;-11936,427725;-5284,726685;0
12.01.2024/05:00;12.01.2024/04:00;SE1, SE2, SE3, SE4;-17696,181828;-12267,361762;-5428,820066;0
12.01.2024/06:00;12.01.2024/05:00;SE1, SE2, SE3, SE4;-19184,284451;-13460,590926;-5723,693525;0
12.01.2024/07:00;12.01.2024/06:00;SE1, SE2, SE3, SE4;-20479,915322;-14506,066793;-5973,848529;0
12.01.2024/08:00;12.01.2024/07:00;SE1, SE2, SE3, SE4;-20904,21549;-14861,89965;-6042,31584;0
12.01.2024/09:00;12.01.2024/08:00;SE1, SE2, SE3, SE4;-20853,170098;-14827,851594;-6025,318504;0
12.01.2024/10:00;12.01.2024/09:00;SE1, SE2, SE3, SE4;-20665,716097;-14733,890874;-5931,825223;0
12.01.2024/11:00;12.01.2024/10:00;SE1, SE2, SE3, SE4;-20315,925775;-14516,420793;-5799,504982;0
12.01.2024/12:00;12.01.2024/11:00;SE1, SE2, SE3, SE4;-20017,358914;-14304,000706;-5713,358208;0
12.01.2024/13:00;12.01.2024/12:00;SE1, SE2, SE3, SE4;-19701,407639;-14030,522224;-5670,885415;0
12.01.2024/14:00;12.01.2024/13:00;SE1, SE2, SE3, SE4;-19784,420562;-14032,935388;-5751,485174;0
12.01.2024/15:00;12.01.2024/14:00;SE1, SE2, SE3, SE4;-19894,371286;-13872,044112;-6022,327174;0
12.01.2024/16:00;12.01.2024/15:00;SE1, SE2, SE3, SE4;-20237,96973;-13732,903845;-6505,065885;0
12.01.2024/17:00;12.01.2024/16:00;SE1, SE2, SE3, SE4;-20455,407426;-13601,430093;-6853,977333;0
12.01.2024/18:00;12.01.2024/17:00;SE1, SE2, SE3, SE4;-20070,495621;-13194,853272;-6875,642349;0
12.01.2024/19:00;12.01.2024/18:00;SE1, SE2, SE3, SE4;-19576,259139;-12912,38224;-6663,876899;0
12.01.2024/20:00;12.01.2024/19:00;SE1, SE2, SE3, SE4;-18895,626681;-12532,707169;-6362,919512;0
12.01.2024/21:00;12.01.2024/20:00;SE1, SE2, SE3, SE4;-18316,250986;-12192,277204;-6123,973782;0
12.01.2024/22:00;12.01.2024/21:00;SE1, SE2, SE3, SE4;-17817,231648;-11932,280404;-5884,951244;0
12.01.2024/23:00;12.01.2024/22:00;SE1, SE2, SE3, SE4;-17253,555198;-11627,53111;-5626,024088;0
13.01.2024/00:00;12.01.2024/23:00;SE1, SE2, SE3, SE4;-17044,723747;-11623,584233;-5421,139514;0
13.01.2024/01:00;13.01.2024/00:00;SE1, SE2, SE3, SE4;-16854,993865;-11587,13309;-5267,860775;0
13.01.2024/02:00;13.01.2024/01:00;SE1, SE2, SE3, SE4;-16735,926192;-11530,979507;-5204,946685;0
13.01.2024/03:00;13.01.2024/02:00;SE1, SE2, SE3, SE4;-16576,490861;-11421,724506;-5154,766355;0
13.01.2024/04:00;13.01.2024/03:00;SE1, SE2, SE3, SE4;-16537,927628;-11395,852109;-5142,075519;0
13.01.2024/05:00;13.01.2024/04:00;SE1, SE2, SE3, SE4;-16603,708605;-11449,410404;-5154,298201;0
13.01.2024/06:00;13.01.2024/05:00;SE1, SE2, SE3, SE4;-16939,906306;-11724,837081;-5215,069225;0
13.01.2024/07:00;13.01.2024/06:00;SE1, SE2, SE3, SE4;-17340,275411;-11962,58424;-5377,691171;0
13.01.2024/08:00;13.01.2024/07:00;SE1, SE2, SE3, SE4;-17773,491598;-12160,029629;-5613,461969;0
13.01.2024/09:00;13.01.2024/08:00;SE1, SE2, SE3, SE4;-18151,289342;-12312,003402;-5839,28594;0
13.01.2024/10:00;13.01.2024/09:00;SE1, SE2, SE3, SE4;-18589,51669;-12570,141311;-6019,375379;0
13.01.2024/11:00;13.01.2024/10:00;SE1, SE2, SE3, SE4;-18626,667355;-12530,096406;-6096,570949;0
13.01.2024/12:00;13.01.2024/11:00;SE1, SE2, SE3, SE4;-18588,056438;-12485,753246;-6102,303192;0
13.01.2024/13:00;13.01.2024/12:00;SE1, SE2, SE3, SE4;-18498,313154;-12476,284156;-6022,028998;0
13.01.2024/14:00;13.01.2024/13:00;SE1, SE2, SE3, SE4;-18421,258198;-12434,271081;-5986,987117;0
13.01.2024/15:00;13.01.2024/14:00;SE1, SE2, SE3, SE4;-18645,086445;-12520,923069;-6124,163376;0
13.01.2024/16:00;13.01.2024/15:00;SE1, SE2, SE3, SE4;-19126,129509;-12640,85796;-6485,271549;0
13.01.2024/17:00;13.01.2024/16:00;SE1, SE2, SE3, SE4;-19251,611148;-12586,109712;-6665,501436;0
13.01.2024/18:00;13.01.2024/17:00;SE1, SE2, SE3, SE4;-19034,062832;-12403,136576;-6630,926256;0
13.01.2024/19:00;13.01.2024/18:00;SE1, SE2, SE3, SE4;-18526,360222;-12151,640358;-6374,719864;0
13.01.2024/20:00;13.01.2024/19:00;SE1, SE2, SE3, SE4;-18013,274767;-11905,149519;-6108,125248;0
13.01.2024/21:00;13.01.2024/20:00;SE1, SE2, SE3, SE4;-17528,870274;-11653,637482;-5875,232792;0
13.01.2024/22:00;13.01.2024/21:00;SE1, SE2, SE3, SE4;-17047,27785;-11404,972359;-5642,305491;0
13.01.2024/23:00;13.01.2024/22:00;SE1, SE2, SE3, SE4;-16546,289072;-11147,408661;-5398,880411;0
14.01.2024/00:00;13.01.2024/23:00;SE1, SE2, SE3, SE4;-16107,854775;-10890,670373;-5217,184402;0
14.01.2024/01:00;14.01.2024/00:00;SE1, SE2, SE3, SE4;-15958,447474;-10869,598165;-5088,849309;0
14.01.2024/02:00;14.01.2024/01:00;SE1, SE2, SE3, SE4;-15759,910184;-10733,832374;-5026,07781;0
14.01.2024/03:00;14.01.2024/02:00;SE1, SE2, SE3, SE4;-15619,438529;-10651,501955;-4967,936574;0
14.01.2024/04:00;14.01.2024/03:00;SE1, SE2, SE3, SE4;-15632,488082;-10659,319762;-4973,16832;0
14.01.2024/05:00;14.01.2024/04:00;SE1, SE2, SE3, SE4;-15784,416902;-10741,771661;-5042,645241;0
14.01.2024/06:00;14.01.2024/05:00;SE1, SE2, SE3, SE4;-16225,975087;-11063,254771;-5162,720316;0
14.01.2024/07:00;14.01.2024/06:00;SE1, SE2, SE3, SE4;-16829,399044;-11447,71091;-5381,688134;0
14.01.2024/08:00;14.01.2024/07:00;SE1, SE2, SE3, SE4;-17401,858848;-11766,117217;-5635,741631;0
14.01.2024/09:00;14.01.2024/08:00;SE1, SE2, SE3, SE4;-17852,273811;-11958,561357;-5893,712454;0
14.01.2024/10:00;14.01.2024/09:00;SE1, SE2, SE3, SE4;-18177,971168;-12092,079808;-6085,89136;0
14.01.2024/11:00;14.01.2024/10:00;SE1, SE2, SE3, SE4;-18373,26137;-12201,801191;-6171,460179;0
14.01.2024/12:00;14.01.2024/11:00;SE1, SE2, SE3, SE4;-18476,901517;-12287,326556;-6189,574961;0
14.01.2024/13:00;14.01.2024/12:00;SE1, SE2, SE3, SE4;-18468,688316;-12283,172684;-6185,515632;0
14.01.2024/14:00;14.01.2024/13:00;SE1, SE2, SE3, SE4;-18647,528097;-12443,315394;-6204,212703;0
14.01.2024/15:00;14.01.2024/14:00;SE1, SE2, SE3, SE4;-19131,03569;-12747,160381;-6383,875309;0
14.01.2024/16:00;14.01.2024/15:00;SE1, SE2, SE3, SE4;-19726,017644;-12938,045066;-6787,972578;0
14.01.2024/17:00;14.01.2024/16:00;SE1, SE2, SE3, SE4;-20086,957402;-13080,608118;-7006,349284;0
14.01.2024/18:00;14.01.2024/17:00;SE1, SE2, SE3, SE4;-19873,246233;-12920,28918;-6952,957053;0
14.01.2024/19:00;14.01.2024/18:00;SE1, SE2, SE3, SE4;-19447,372508;-12688,414959;-6758,957549;0
14.01.2024/20:00;14.01.2024/19:00;SE1, SE2, SE3, SE4;-19098,689725;-12578,778459;-6519,911266;0
14.01.2024/21:00;14.01.2024/20:00;SE1, SE2, SE3, SE4;-18534,235079;-12314,217112;-6220,017967;0
14.01.2024/22:00;14.01.2024/21:00;SE1, SE2, SE3, SE4;-17929,639297;-12026,614139;-5903,025158;0
14.01.2024/23:00;14.01.2024/22:00;SE1, SE2, SE3, SE4;-17412,032259;-11814,918818;-5597,113441;0
15.01.2024/00:00;14.01.2024/23:00;SE1, SE2, SE3, SE4;-17079,609312;-11653,691395;-5425,917917;0
15.01.2024/01:00;15.01.2024/00:00;SE1, SE2, SE3, SE4;-16963,93579;-11606,663101;-5357,272689;0
15.01.2024/02:00;15.01.2024/01:00;SE1, SE2, SE3, SE4;-17009,089239;-11622,709016;-5386,380223;0
15.01.2024/03:00;15.01.2024/02:00;SE1, SE2, SE3, SE4;-17089,066081;-11642,506134;-5446,559947;0
15.01.2024/04:00;15.01.2024/03:00;SE1, SE2, SE3, SE4;-17485,434801;-11882,275102;-5603,159699;0
15.01.2024/05:00;15.01.2024/04:00;SE1, SE2, SE3, SE4;-18248,734854;-12382,345625;-5866,389229;0
15.01.2024/06:00;15.01.2024/05:00;SE1, SE2, SE3, SE4;-20071,155571;-13798,235903;-6272,919668;0
15.01.2024/07:00;15.01.2024/06:00;SE1, SE2, SE3, SE4;-21626,670772;-14986,099167;-6640,571605;0
15.01.2024/08:00;15.01.2024/07:00;SE1, SE2, SE3, SE4;-22077,745199;-15373,07128;-6704,673919;0
15.01.2024/09:00;15.01.2024/08:00;SE1, SE2, SE3, SE4;-22354,651971;-15591,394879;-6763,257092;0
15.01.2024/10:00;15.01.2024/09:00;SE1, SE2, SE3, SE4;-22603,772053;-15770,632155;-6833,139898;0
15.01.2024/11:00;15.01.2024/10:00;SE1, SE2, SE3, SE4;-22701,661851;-15834,363743;-6867,298108;0
15.01.2024/12:00;15.01.2024/11:00;SE1, SE2, SE3, SE4;-22561,587667;-15654,097086;-6907,490581;0
15.01.2024/13:00;15.01.2024/12:00;SE1, SE2, SE3, SE4;-22457,370336;-15601,478071;-6855,892265;0
15.01.2024/14:00;15.01.2024/13:00;SE1, SE2, SE3, SE4;-22611,834257;-15686,139105;-6925,695152;0
15.01.2024/15:00;15.01.2024/14:00;SE1, SE2, SE3, SE4;-22881,465231;-15657,769318;-7223,695913;0
15.01.2024/16:00;15.01.2024/15:00;SE1, SE2, SE3, SE4;-23335,041819;-15538,459561;-7796,582258;0
15.01.2024/17:00;15.01.2024/16:00;SE1, SE2, SE3, SE4;-23590,968967;-15329,448445;-8261,520522;0
15.01.2024/18:00;15.01.2024/17:00;SE1, SE2, SE3, SE4;-23296,382483;-14971,334507;-8325,047976;0
15.01.2024/19:00;15.01.2024/18:00;SE1, SE2, SE3, SE4;-22969,474221;-14728,523704;-8240,950517;0
15.01.2024/20:00;15.01.2024/19:00;SE1, SE2, SE3, SE4;-22570,854987;-14511,007413;-8059,847574;0
15.01.2024/21:00;15.01.2024/20:00;SE1, SE2, SE3, SE4;-22015,874035;-14163,990117;-7851,883918;0
15.01.2024/22:00;15.01.2024/21:00;SE1, SE2, SE3, SE4;-21467,242976;-13823,030533;-7644,212443;0
15.01.2024/23:00;15.01.2024/22:00;SE1, SE2, SE3, SE4;-20922,946284;-13505,834347;-7417,111937;0
16.01.2024/00:00;15.01.2024/23:00;SE1, SE2, SE3, SE4;-20617,355847;-13285,431985;-7331,923862;0
16.01.2024/01:00;16.01.2024/00:00;SE1, SE2, SE3, SE4;-20539,674049;-13205,474985;-7334,199064;0
16.01.2024/02:00;16.01.2024/01:00;SE1, SE2, SE3, SE4;-20633,08459;-13203,863952;-7429,220638;0
16.01.2024/03:00;16.01.2024/02:00;SE1, SE2, SE3, SE4;-20733,138413;-13188,940605;-7544,197808;0
16.01.2024/04:00;16.01.2024/03:00;SE1, SE2, SE3, SE4;-21107,882982;-13376,810941;-7731,072041;0
16.01.2024/05:00;16.01.2024/04:00;SE1, SE2, SE3, SE4;-21890,905756;-13881,153744;-8009,752012;0
16.01.2024/06:00;16.01.2024/05:00;SE1, SE2, SE3, SE4;-23415,737737;-14999,098493;-8416,639244;0
16.01.2024/07:00;16.01.2024/06:00;SE1, SE2, SE3, SE4;-24839,887751;-16078,855499;-8761,032252;0
16.01.2024/08:00;16.01.2024/07:00;SE1, SE2, SE3, SE4;-25163,641953;-16364,447704;-8799,194249;0
16.01.2024/09:00;16.01.2024/08:00;SE1, SE2, SE3, SE4;-25293,187329;-16499,004087;-8794,183242;0
16.01.2024/10:00;16.01.2024/09:00;SE1, SE2, SE3, SE4;-25170,460328;-16523,465046;-8646,995282;0
16.01.2024/11:00;16.01.2024/10:00;SE1, SE2, SE3, SE4;-24692,314851;-16288,425378;-8403,889473;0
16.01.2024/12:00;16.01.2024/11:00;SE1, SE2, SE3, SE4;-24359,527796;-16197,003857;-8162,523939;0
16.01.2024/13:00;16.01.2024/12:00;SE1, SE2, SE3, SE4;-23978,028472;-16038,542536;-7939,485936;0
16.01.2024/14:00;16.01.2024/13:00;SE1, SE2, SE3, SE4;-23989,450032;-16085,200475;-7904,249557;0
16.01.2024/15:00;16.01.2024/14:00;SE1, SE2, SE3, SE4;-24357,838776;-16175,802246;-8182,03653;0
16.01.2024/16:00;16.01.2024/15:00;SE1, SE2, SE3, SE4;-24770,79669;-15997,467805;-8773,328885;0
16.01.2024/17:00;16.01.2024/16:00;SE1, SE2, SE3, SE4;-24963,245574;-15763,341874;-9199,9037;0
16.01.2024/18:00;16.01.2024/17:00;SE1, SE2, SE3, SE4;-24656,506651;-15466,321633;-9190,185018;0
16.01.2024/19:00;16.01.2024/18:00;SE1, SE2, SE3, SE4;-24131,971701;-15151,508631;-8980,46307;0
16.01.2024/20:00;16.01.2024/19:00;SE1, SE2, SE3, SE4;-23601,435566;-14912,622158;-8688,813408;0
16.01.2024/21:00;16.01.2024/20:00;SE1, SE2, SE3, SE4;-22859,177839;-14548,372954;-8310,804885;0
16.01.2024/22:00;16.01.2024/21:00;SE1, SE2, SE3, SE4;-21935,550437;-14067,957855;-7867,592582;0
16.01.2024/23:00;16.01.2024/22:00;SE1, SE2, SE3, SE4;-20986,231757;-13554,811346;-7431,420411;0
17.01.2024/00:00;16.01.2024/23:00;SE1, SE2, SE3, SE4;-20434,062645;-13299,479669;-7134,582976;0
17.01.2024/01:00;17.01.2024/00:00;SE1, SE2, SE3, SE4;-19933,74545;-13021,803432;-6911,942018;0
17.01.2024/02:00;17.01.2024/01:00;SE1, SE2, SE3, SE4;-19630,240826;-12849,859902;-6780,380924;0
17.01.2024/03:00;17.01.2024/02:00;SE1, SE2, SE3, SE4;-19324,729215;-12666,817551;-6657,911664;0
17.01.2024/04:00;17.01.2024/03:00;SE1, SE2, SE3, SE4;-19245,291367;-12655,095214;-6590,196153;0
17.01.2024/05:00;17.01.2024/04:00;SE1, SE2, SE3, SE4;-19698,012718;-13053,323896;-6644,688822;0
17.01.2024/06:00;17.01.2024/05:00;SE1, SE2, SE3, SE4;-21084,206643;-14162,633373;-6921,57327;0
17.01.2024/07:00;17.01.2024/06:00;SE1, SE2, SE3, SE4;-22384,215638;-15232,522463;-7151,693175;0
17.01.2024/08:00;17.01.2024/07:00;SE1, SE2, SE3, SE4;-22569,922755;-15481,703949;-7088,218806;0
17.01.2024/09:00;17.01.2024/08:00;SE1, SE2, SE3, SE4;-22503,2778;-15507,38667;-6995,89113;0
17.01.2024/10:00;17.01.2024/09:00;SE1, SE2, SE3, SE4;-22441,764191;-15450,518433;-6991,245758;0
17.01.2024/11:00;17.01.2024/10:00;SE1, SE2, SE3, SE4;-22330,653366;-15358,714575;-6971,938791;0
17.01.2024/12:00;17.01.2024/11:00;SE1, SE2, SE3, SE4;-22209,814741;-15297,85942;-6911,955321;0
17.01.2024/13:00;17.01.2024/12:00;SE1, SE2, SE3, SE4;-21996,022083;-15187,827675;-6808,194408;0
17.01.2024/14:00;17.01.2024/13:00;SE1, SE2, SE3, SE4;-21901,620046;-15102,250563;-6799,369483;0
17.01.2024/15:00;17.01.2024/14:00;SE1, SE2, SE3, SE4;-22182,999214;-15221,76724;-6961,231974;0
17.01.2024/16:00;17.01.2024/15:00;SE1, SE2, SE3, SE4;-22373,557847;-15004,479733;-7369,078114;0
17.01.2024/17:00;17.01.2024/16:00;SE1, SE2, SE3, SE4;-22505,125951;-14794,703286;-7710,422665;0
17.01.2024/18:00;17.01.2024/17:00;SE1, SE2, SE3, SE4;-22097,642206;-14432,820786;-7664,82142;0
17.01.2024/19:00;17.01.2024/18:00;SE1, SE2, SE3, SE4;-21631,688316;-14163,532382;-7468,155934;0
17.01.2024/20:00;17.01.2024/19:00;SE1, SE2, SE3, SE4;-21011,847616;-13812,92526;-7198,922356;0
17.01.2024/21:00;17.01.2024/20:00;SE1, SE2, SE3, SE4;-20285,806989;-13403,721529;-6882,08546;0
17.01.2024/22:00;17.01.2024/21:00;SE1, SE2, SE3, SE4;-19618,74908;-13078,561436;-6540,187644;0
17.01.2024/23:00;17.01.2024/22:00;SE1, SE2, SE3, SE4;-18923,304229;-12719,229672;-6204,074557;0
18.01.2024/00:00;17.01.2024/23:00;SE1, SE2, SE3, SE4;-18692,176109;-12659,475487;-6032,700622;0
18.01.2024/01:00;18.01.2024/00:00;SE1, SE2, SE3, SE4;-18394,030178;-12455,300785;-5938,729393;0
18.01.2024/02:00;18.01.2024/01:00;SE1, SE2, SE3, SE4;-18341,408006;-12399,035196;-5942,37281;0
18.01.2024/03:00;18.01.2024/02:00;SE1, SE2, SE3, SE4;-18401,964945;-12387,259703;-6014,705242;0
18.01.2024/04:00;18.01.2024/03:00;SE1, SE2, SE3, SE4;-18583,886422;-12428,586954;-6155,299468;0
18.01.2024/05:00;18.01.2024/04:00;SE1, SE2, SE3, SE4;-19402,321845;-13000,021782;-6402,300063;0
18.01.2024/06:00;18.01.2024/05:00;SE1, SE2, SE3, SE4;-20982,407109;-14192,674366;-6789,732743;0
18.01.2024/07:00;18.01.2024/06:00;SE1, SE2, SE3, SE4;-22527,492851;-15387,514956;-7139,977895;0
18.01.2024/08:00;18.01.2024/07:00;SE1, SE2, SE3, SE4;-22856,348816;-15659,75424;-7196,594576;0
18.01.2024/09:00;18.01.2024/08:00;SE1, SE2, SE3, SE4;-22976,279711;-15793,980673;-7182,299038;0
18.01.2024/10:00;18.01.2024/09:00;SE1, SE2, SE3, SE4;-22832,556444;-15738,385724;-7094,17072;0
18.01.2024/11:00;18.01.2024/10:00;SE1, SE2, SE3, SE4;-22470,487633;-15515,262475;-6955,225158;0
18.01.2024/12:00;18.01.2024/11:00;SE1, SE2, SE3, SE4;-22238,455569;-15424,911385;-6813,544184;0
18.01.2024/13:00;18.01.2024/12:00;SE1, SE2, SE3, SE4;-22002,998818;-15315,633675;-6687,365143;0
18.01.2024/14:00;18.01.2024/13:00;SE1, SE2, SE3, SE4;-22026,209592;-15306,949258;-6719,260334;0
18.01.2024/15:00;18.01.2024/14:00;SE1, SE2, SE3, SE4;-22393,676691;-15415,110063;-6978,566628;0
18.01.2024/16:00;18.01.2024/15:00;SE1, SE2, SE3, SE4;-22968,333561;-15406,021572;-7562,311989;0
18.01.2024/17:00;18.01.2024/16:00;SE1, SE2, SE3, SE4;-23254,375572;-15225,391971;-8028,983601;0
18.01.2024/18:00;18.01.2024/17:00;SE1, SE2, SE3, SE4;-23028,248253;-14963,533107;-8064,715146;0
18.01.2024/19:00;18.01.2024/18:00;SE1, SE2, SE3, SE4;-22653,948036;-14713,18461;-7940,763426;0
18.01.2024/20:00;18.01.2024/19:00;SE1, SE2, SE3, SE4;-22276,603248;-14535,662157;-7740,941091;0
18.01.2024/21:00;18.01.2024/20:00;SE1, SE2, SE3, SE4;-21682,093469;-14173,613064;-7508,480405;0
18.01.2024/22:00;18.01.2024/21:00;SE1, SE2, SE3, SE4;-21048,907735;-13822,285202;-7226,622533;0
18.01.2024/23:00;18.01.2024/22:00;SE1, SE2, SE3, SE4;-20346,747748;-13434,520916;-6912,226832;0
19.01.2024/00:00;18.01.2024/23:00;SE1, SE2, SE3, SE4;-19980,065589;-13229,932591;-6750,132998;0
19.01.2024/01:00;19.01.2024/00:00;SE1, SE2, SE3, SE4;-19760,722997;-13090,346191;-6670,376806;0
19.01.2024/02:00;19.01.2024/01:00;SE1, SE2, SE3, SE4;-19635,612766;-12962,776676;-6672,83609;0
19.01.2024/03:00;19.01.2024/02:00;SE1, SE2, SE3, SE4;-19553,863848;-12852,84958;-6701,014268;0
19.01.2024/04:00;19.01.2024/03:00;SE1, SE2, SE3, SE4;-19670,270986;-12847,945561;-6822,325425;0
19.01.2024/05:00;19.01.2024/04:00;SE1, SE2, SE3, SE4;-20319,332898;-13289,306818;-7030,02608;0
19.01.2024/06:00;19.01.2024/05:00;SE1, SE2, SE3, SE4;-21928,741305;-14509,341747;-7419,399558;0
19.01.2024/07:00;19.01.2024/06:00;SE1, SE2, SE3, SE4;-23382,381271;-15658,42159;-7723,959681;0
19.01.2024/08:00;19.01.2024/07:00;SE1, SE2, SE3, SE4;-23765,58365;-16021,050171;-7744,533479;0
19.01.2024/09:00;19.01.2024/08:00;SE1, SE2, SE3, SE4;-23684,500543;-15924,948254;-7759,552289;0
19.01.2024/10:00;19.01.2024/09:00;SE1, SE2, SE3, SE4;-23395,428836;-15806,555258;-7588,873578;0
19.01.2024/11:00;19.01.2024/10:00;SE1, SE2, SE3, SE4;-23016,894326;-15641,71338;-7375,180946;0
19.01.2024/12:00;19.01.2024/11:00;SE1, SE2, SE3, SE4;-22577,111786;-15377,757919;-7199,353867;0
