Date/Time CET/CEST;Date/Time UTC;MBA;Production Total [MWh];Hydro [MWh];Nuclear [MWh];Solar [MWh];Thermal [MWh];Wind Onshore [MWh];Wind Offshore [MWh];Energy Storage [MWh];Other [MWh]
05.04.2024/15:00;05.04.2024/13:00;SE1, SE2, SE3, SE4;17054,877495;5716,696156;6916,6299;229,161275;911,195467;3277,67924;0;0;3,515457
05.04.2024/16:00;05.04.2024/14:00;SE1, SE2, SE3, SE4;17220,238163;6199,482927;6916,5061;139,02868;920,92089;3040,307669;0;0;3,991897
05.04.2024/17:00;05.04.2024/15:00;SE1, SE2, SE3, SE4;18080,981643;7541,774677;6915,9883;41,497168;944,077951;2635,473731;0;0;2,169816
05.04.2024/18:00;05.04.2024/16:00;SE1, SE2, SE3, SE4;18964,812753;8655,509965;6915,3527;8,442741;960,064903;2420,989965;0;0;4,452479
05.04.2024/19:00;05.04.2024/17:00;SE1, SE2, SE3, SE4;19552,914805;9272,291307;6916,3899;2,763596;980,298145;2375,181173;0;0;5,990684
05.04.2024/20:00;05.04.2024/18:00;SE1, SE2, SE3, SE4;19754,008666;9322,59222;6917,8736;1,319414;979,938706;2525,047281;0;0;7,237445
05.04.2024/21:00;05.04.2024/19:00;SE1, SE2, SE3, SE4;19649,094016;9146,260143;6919,2853;2,642559;998,57725;2570,859262;0;0;11,469502
05.04.2024/22:00;05.04.2024/20:00;SE1, SE2, SE3, SE4;19652,501575;9044,702709;6916,7955;1,0774;1010,722316;2669,786249;0;0;9,417401
05.04.2024/23:00;05.04.2024/21:00;SE1, SE2, SE3, SE4;19111,650422;8599,792599;6917,0464;1,140686;1000,797197;2584,155828;0;0;8,717712
06.04.2024/00:00;05.04.2024/22:00;SE1, SE2, SE3, SE4;18489,822528;8111,143851;6916,3327;1,100028;995,655189;2457,229533;0;0;8,361227
06.04.2024/01:00;05.04.2024/23:00;SE1, SE2, SE3, SE4;18463,572664;8114,751879;6913,9126;0,678063;957,48647;2471,090335;0;0;5,653317
06.04.2024/02:00;06.04.2024/00:00;SE1, SE2, SE3, SE4;18338,382473;8019,816193;6913,0608;0,726785;961,06735;2439,882571;0;0;3,828774
06.04.2024/03:00;06.04.2024/01:00;SE1, SE2, SE3, SE4;18498,750807;8220,286215;6913,3618;0,729121;979,977103;2378,668179;0;0;5,728389
06.04.2024/04:00;06.04.2024/02:00;SE1, SE2, SE3, SE4;18876,7312;8694,290183;6913,8308;0,794917;1001,634947;2251,606119;0;0;14,574234
06.04.2024/05:00;06.04.2024/03:00;SE1, SE2, SE3, SE4;18827,447682;8932,213715;6914,3732;0,830461;1016,446588;1944,224088;0;0;19,35963
06.04.2024/06:00;06.04.2024/04:00;SE1, SE2, SE3, SE4;18869,653029;9278,262465;6914,6652;2,111318;1019,002984;1639,289994;0;0;16,321068
06.04.2024/07:00;06.04.2024/05:00;SE1, SE2, SE3, SE4;18542,142975;9357,656222;6915,9905;14,001179;1018,956191;1224,56686;0;0;10,972023
06.04.2024/08:00;06.04.2024/06:00;SE1, SE2, SE3, SE4;18247,466938;9293,430971;6916,4927;66,547505;1006,248684;956,292594;0;0;8,454484
06.04.2024/09:00;06.04.2024/07:00;SE1, SE2, SE3, SE4;17502,200094;8706,095609;6916,0377;171,567041;1024,056664;677,390649;0;0;7,052431
06.04.2024/10:00;06.04.2024/08:00;SE1, SE2, SE3, SE4;16086,59543;7463,386106;6791,4252;319,00321;1010,513221;494,737505;0;0;7,530188
06.04.2024/11:00;06.04.2024/09:00;SE1, SE2, SE3, SE4;16018,511772;7454,25211;6518,597;476,538064;988,515623;570,793324;0;0;9,815651
06.04.2024/12:00;06.04.2024/10:00;SE1, SE2, SE3, SE4;15911,440026;7168,927193;6292,3702;642,822861;978,946754;820,299009;0;0;8,074009
06.04.2024/13:00;06.04.2024/11:00;SE1, SE2, SE3, SE4;15646,827875;6864,399007;6210,4827;716,654044;965,265551;884,862237;0;0;5,164336
06.04.2024/14:00;06.04.2024/12:00;SE1, SE2, SE3, SE4;15449,767594;6749,922882;6181,9557;684,802444;960,298921;864,487778;0;0;8,299869
06.04.2024/15:00;06.04.2024/13:00;SE1, SE2, SE3, SE4;15200,940776;6498,53134;6164,9118;579,30803;964,991139;983,368423;0;0;9,830044
06.04.2024/16:00;06.04.2024/14:00;SE1, SE2, SE3, SE4;15224,57266;6797,850408;6130,9773;325,712376;966,734099;994,606266;0;0;8,692211
06.04.2024/17:00;06.04.2024/15:00;SE1, SE2, SE3, SE4;15988,683756;7991,449826;5783,7185;131,736546;1001,813027;1070,343504;0;0;9,622353
06.04.2024/18:00;06.04.2024/16:00;SE1, SE2, SE3, SE4;17126,052172;9082,594871;5595,4756;42,059097;1035,615511;1361,302632;0;0;9,004461
06.04.2024/19:00;06.04.2024/17:00;SE1, SE2, SE3, SE4;17903,516347;9277,618642;5518,8068;4,876941;1046,83726;2036,328917;0;0;19,047787
06.04.2024/20:00;06.04.2024/18:00;SE1, SE2, SE3, SE4;18540,028146;8683,003745;5517,3436;1,433848;1029,93905;3291,340669;0;0;16,967234
06.04.2024/21:00;06.04.2024/19:00;SE1, SE2, SE3, SE4;19058,31439;7837,86948;5522,626;2,489761;992,254581;4684,212671;0;0;18,861897
06.04.2024/22:00;06.04.2024/20:00;SE1, SE2, SE3, SE4;19384,544261;7290,928639;5525,9813;1,165195;951,007059;5603,052954;0;0;12,409114
06.04.2024/23:00;06.04.2024/21:00;SE1, SE2, SE3, SE4;19212,668424;6918,322869;5262,0392;1,2441;852,497241;6166,088726;0;0;12,476288
07.04.2024/00:00;06.04.2024/22:00;SE1, SE2, SE3, SE4;17627,276404;5547,015386;4583,8249;0,917882;745,24094;6731,921807;0;0;18,355489
07.04.2024/01:00;06.04.2024/23:00;SE1, SE2, SE3, SE4;16867,656179;4712,488432;4581,6899;0,812653;670,958737;6882,567678;0;0;19,138779
07.04.2024/02:00;07.04.2024/00:00;SE1, SE2, SE3, SE4;16767,105743;4692,957068;4582,4189;0,834064;638,253089;6830,269353;0;0;22,373269
07.04.2024/03:00;07.04.2024/01:00;SE1, SE2, SE3, SE4;16826,817507;4586,733909;4576,2619;0,787116;608,225463;7023,420574;0;0;31,388545
07.04.2024/04:00;07.04.2024/02:00;SE1, SE2, SE3, SE4;16985,451428;4386,661282;4555,0572;0,811738;598,396948;7413,726665;0;0;30,797595
07.04.2024/05:00;07.04.2024/03:00;SE1, SE2, SE3, SE4;17252,604837;4352,130513;4551,4302;0,864049;593,644127;7727,448583;0;0;27,087365
07.04.2024/06:00;07.04.2024/04:00;SE1, SE2, SE3, SE4;17295,906027;3995,434918;4554,3921;2,913945;588,112206;8133,406434;0;0;21,646424
07.04.2024/07:00;07.04.2024/05:00;SE1, SE2, SE3, SE4;17095,696408;4073,059111;4556,0557;28,760133;588,154923;7832,102603;0;0;17,563938
07.04.2024/08:00;07.04.2024/06:00;SE1, SE2, SE3, SE4;16773,486285;3967,732583;4556,9048;102,4361;555,082366;7571,533126;0;0;19,79731
07.04.2024/09:00;07.04.2024/07:00;SE1, SE2, SE3, SE4;16485,515689;3934,539254;4558,0718;179,434251;561,06048;7238,810346;0;0;13,599558
07.04.2024/10:00;07.04.2024/08:00;SE1, SE2, SE3, SE4;16396,086025;4156,496348;4557,9055;257,104554;563,283869;6839,514725;0;0;21,781029
07.04.2024/11:00;07.04.2024/09:00;SE1, SE2, SE3, SE4;15829,034386;4173,143174;4557,8045;448,756436;557,631833;6067,395675;0;0;24,302768
07.04.2024/12:00;07.04.2024/10:00;SE1, SE2, SE3, SE4;15493,465906;3948,263074;4558,0872;631,629085;549,463471;5792,277619;0;0;13,745457
07.04.2024/13:00;07.04.2024/11:00;SE1, SE2, SE3, SE4;15456,840972;3691,141045;4558,4332;939,752601;542,380698;5702,897232;0;0;22,236196
07.04.2024/14:00;07.04.2024/12:00;SE1, SE2, SE3, SE4;15903,985897;3612,239828;4558,9447;1241,458402;534,069519;5928,219753;0;0;29,053695
07.04.2024/15:00;07.04.2024/13:00;SE1, SE2, SE3, SE4;16207,035909;3500,589765;4559,2967;1228,628177;535,695077;6354,25441;0;0;28,57178
07.04.2024/16:00;07.04.2024/14:00;SE1, SE2, SE3, SE4;17292,278622;4048,376936;4554,7715;968,239803;542,098843;7150,37536;0;0;28,41618
07.04.2024/17:00;07.04.2024/15:00;SE1, SE2, SE3, SE4;18178,235288;4300,173239;4551,2483;557,036686;590,196583;8155,435039;0;0;24,145441
07.04.2024/18:00;07.04.2024/16:00;SE1, SE2, SE3, SE4;18876,969101;4954,503879;4550,1717;172,302127;634,05049;8545,546603;0;0;20,394302
07.04.2024/19:00;07.04.2024/17:00;SE1, SE2, SE3, SE4;19438,221197;5528,027829;4549,4319;13,934601;664,18987;8667,345075;0;0;15,291922
07.04.2024/20:00;07.04.2024/18:00;SE1, SE2, SE3, SE4;19666,717646;5902,959544;4549,5556;1,787896;664,131461;8531,059112;0;0;17,224033
07.04.2024/21:00;07.04.2024/19:00;SE1, SE2, SE3, SE4;19602,78847;5979,473462;4550,3433;2,82824;665,093487;8381,648179;0;0;23,401802
07.04.2024/22:00;07.04.2024/20:00;SE1, SE2, SE3, SE4;19387,407932;6077,200613;4552,0635;1,314593;656,604348;8082,270348;0;0;17,95453
07.04.2024/23:00;07.04.2024/21:00;SE1, SE2, SE3, SE4;18798,844809;5988,365695;4606,0479;1,334684;656,422205;7527,278734;0;0;19,395591
08.04.2024/00:00;07.04.2024/22:00;SE1, SE2, SE3, SE4;17941,505507;5007,142349;4988,739;0,961917;631,490388;7294,752209;0;0;18,419644
08.04.2024/01:00;07.04.2024/23:00;SE1, SE2, SE3, SE4;17999,644566;4634,516529;5184,2117;1,468667;641,071787;7516,248827;0;0;22,127056
08.04.2024/02:00;08.04.2024/00:00;SE1, SE2, SE3, SE4;18333,107624;4716,18315;5281,8211;1,043195;633,095223;7681,003235;0;0;19,961721
08.04.2024/03:00;08.04.2024/01:00;SE1, SE2, SE3, SE4;18473,118416;4876,237573;5343,1085;0,989981;639,026631;7598,310162;0;0;15,445569
08.04.2024/04:00;08.04.2024/02:00;SE1, SE2, SE3, SE4;18471,873254;5077,129272;5347,2304;0,996256;675,659295;7353,913606;0;0;16,944425
08.04.2024/05:00;08.04.2024/03:00;SE1, SE2, SE3, SE4;19464,832576;5736,94754;5347,005;1,14577;707,977808;7653,196998;0;0;18,55946
08.04.2024/06:00;08.04.2024/04:00;SE1, SE2, SE3, SE4;20905,021958;6892,354477;5347,2281;5,084222;762,872312;7877,430942;0;0;20,051905
08.04.2024/07:00;08.04.2024/05:00;SE1, SE2, SE3, SE4;21625,421015;7818,673752;5346,8727;74,190908;773,671642;7583,911967;0;0;28,100046
08.04.2024/08:00;08.04.2024/06:00;SE1, SE2, SE3, SE4;21484,293393;8342,00832;5446,8075;287,54042;773,987997;6619,21013;0;0;14,739026
08.04.2024/09:00;08.04.2024/07:00;SE1, SE2, SE3, SE4;21095,043627;8333,343101;5463,6916;651,490183;798,232191;5833,287636;0;0;14,998916
08.04.2024/10:00;08.04.2024/08:00;SE1, SE2, SE3, SE4;20915,440624;8217,073104;5467,6097;976,44118;774,103072;5462,304344;0;0;17,909224
08.04.2024/11:00;08.04.2024/09:00;SE1, SE2, SE3, SE4;20193,040819;7343,831714;5468,4553;1329,483744;751,260391;5280,961529;0;0;19,048141
08.04.2024/12:00;08.04.2024/10:00;SE1, SE2, SE3, SE4;19394,072095;6348,016486;5469,4415;1615,530035;735,610015;5212,147775;0;0;13,326284
08.04.2024/13:00;08.04.2024/11:00;SE1, SE2, SE3, SE4;19135,905289;6357,279713;5468,7064;1622,92859;734,936386;4938,346201;0;0;13,707999
08.04.2024/14:00;08.04.2024/12:00;SE1, SE2, SE3, SE4;18898,65892;6503,726782;5468,517;1431,631467;737,835776;4746,310265;0;0;10,63763
08.04.2024/15:00;08.04.2024/13:00;SE1, SE2, SE3, SE4;19433,318756;7698,684473;5465,2195;1167,73933;735,319891;4357,093267;0;0;9,262295
08.04.2024/16:00;08.04.2024/14:00;SE1, SE2, SE3, SE4;18716,450015;7944,044167;5463,789;793,796077;764,854597;3741,596986;0;0;8,369188
08.04.2024/17:00;08.04.2024/15:00;SE1, SE2, SE3, SE4;18251,48746;8520,162557;5460,0566;361,841351;792,904306;3112,632704;0;0;3,889942
08.04.2024/18:00;08.04.2024/16:00;SE1, SE2, SE3, SE4;17919,159744;9179,631116;5461,7313;101,450473;807,944507;2364,793921;0;0;3,608427
08.04.2024/19:00;08.04.2024/17:00;SE1, SE2, SE3, SE4;18147,51245;9442,376156;5512,9987;11,297643;812,676009;2364,228676;0;0;3,935266
08.04.2024/20:00;08.04.2024/18:00;SE1, SE2, SE3, SE4;18557,382341;9322,861589;5523,6181;2,186021;817,029801;2889,790358;0;0;1,896472
08.04.2024/21:00;08.04.2024/19:00;SE1, SE2, SE3, SE4;18510,453451;9151,877531;5525,2902;3,568863;824,125314;3003,821688;0;0;1,769855
08.04.2024/22:00;08.04.2024/20:00;SE1, SE2, SE3, SE4;18075,526958;8852,273411;5527,2354;1,600769;809,691147;2883,324702;0;0;1,401529
08.04.2024/23:00;08.04.2024/21:00;SE1, SE2, SE3, SE4;17747,580682;8513,973268;5526,9069;1,631378;803,570245;2900,027549;0;0;1,471342
09.04.2024/00:00;08.04.2024/22:00;SE1, SE2, SE3, SE4;17366,036704;8367,079934;5526,4347;1,172001;786,971642;2682,857954;0;0;1,520473
09.04.2024/01:00;08.04.2024/23:00;SE1, SE2, SE3, SE4;17136,780323;8334,994904;5527,782;1,587575;771,076957;2499,938718;0;0;1,400169
09.04.2024/02:00;09.04.2024/00:00;SE1, SE2, SE3, SE4;17193,36266;8453,917594;5528,094;0,974935;800,793393;2408,277049;0;0;1,305689
09.04.2024/03:00;09.04.2024/01:00;SE1, SE2, SE3, SE4;17523,502233;8477,822066;5528,6612;2,460978;822,287536;2691,012165;0;0;1,258288
09.04.2024/04:00;09.04.2024/02:00;SE1, SE2, SE3, SE4;17980,71378;8846,45626;5528,64;2,491832;838,135594;2763,461112;0;0;1,528982
09.04.2024/05:00;09.04.2024/03:00;SE1, SE2, SE3, SE4;18230,286654;9169,512532;5529,7697;2,571123;860,774784;2665,637443;0;0;2,021072
09.04.2024/06:00;09.04.2024/04:00;SE1, SE2, SE3, SE4;18639,413794;9667,279088;5528,9876;7,241337;884,119434;2546,101422;0;0;5,684913
09.04.2024/07:00;09.04.2024/05:00;SE1, SE2, SE3, SE4;19397,220459;10158,148305;5527,9217;73,220717;886,245786;2744,605009;0;0;7,078942
09.04.2024/08:00;09.04.2024/06:00;SE1, SE2, SE3, SE4;19521,779048;10449,689084;5529,4796;277,827366;880,992231;2379,021249;0;0;4,769518
09.04.2024/09:00;09.04.2024/07:00;SE1, SE2, SE3, SE4;18848,016033;10171,879143;5530,1775;603,889396;862,460042;1677,033151;0;0;2,576801
09.04.2024/10:00;09.04.2024/08:00;SE1, SE2, SE3, SE4;18232,122367;9238,966485;5530,5223;972,378827;820,414941;1666,135909;0;0;3,703905
09.04.2024/11:00;09.04.2024/09:00;SE1, SE2, SE3, SE4;17898,263293;8567,9782;5531,0493;1205,420488;762,852678;1825,669094;0;0;5,293533
09.04.2024/12:00;09.04.2024/10:00;SE1, SE2, SE3, SE4;17366,501442;7965,38086;5528,2963;1321,914575;728,973069;1815,371189;0;0;6,565449
09.04.2024/13:00;09.04.2024/11:00;SE1, SE2, SE3, SE4;16807,737391;7370,203631;5528,8981;1315,218427;698,308407;1888,840244;0;0;6,268582
09.04.2024/14:00;09.04.2024/12:00;SE1, SE2, SE3, SE4;16266,060046;7010,679098;5530,7997;1136,722097;684,781308;1895,277792;0;0;7,800051
09.04.2024/15:00;09.04.2024/13:00;SE1, SE2, SE3, SE4;16737,972564;7740,583846;5529,2258;771,670119;684,53993;2004,637378;0;0;7,315491
09.04.2024/16:00;09.04.2024/14:00;SE1, SE2, SE3, SE4;17313,642838;8476,381604;5520,2144;365,829897;675,393925;2266,753175;0;0;9,069837
09.04.2024/17:00;09.04.2024/15:00;SE1, SE2, SE3, SE4;18002,840264;9199,453259;5517,1963;143,842193;682,11165;2451,964797;0;0;8,272065
09.04.2024/18:00;09.04.2024/16:00;SE1, SE2, SE3, SE4;18297,320772;9205,179451;5515,7938;33,241185;689,192819;2838,582662;0;0;15,330855
09.04.2024/19:00;09.04.2024/17:00;SE1, SE2, SE3, SE4;18672,178225;8892,91575;5514,4264;6,240207;712,349862;3536,070491;0;0;10,175515
09.04.2024/20:00;09.04.2024/18:00;SE1, SE2, SE3, SE4;19250,309509;8160,850033;5514,5227;3,309121;729,997401;4834,566794;0;0;7,06346
09.04.2024/21:00;09.04.2024/19:00;SE1, SE2, SE3, SE4;19127,377125;7241,972846;5514,1746;4,673938;731,737713;5625,852642;0;0;8,965386
09.04.2024/22:00;09.04.2024/20:00;SE1, SE2, SE3, SE4;18940,279289;6370,152977;5514,0225;2,865674;700,290817;6350,013818;0;0;2,933503
09.04.2024/23:00;09.04.2024/21:00;SE1, SE2, SE3, SE4;18792,608748;6046,014781;5513,3169;3,10392;653,281623;6571,831256;0;0;5,060268
10.04.2024/00:00;09.04.2024/22:00;SE1, SE2, SE3, SE4;18086,383967;5402,067733;4797,7761;2,566798;597,358925;7277,838448;0;0;8,775963
10.04.2024/01:00;09.04.2024/23:00;SE1, SE2, SE3, SE4;17586,516099;5115,401984;4465,1975;2,676519;562,463102;7422,610752;0;0;18,166242
10.04.2024/02:00;10.04.2024/00:00;SE1, SE2, SE3, SE4;17965,471865;4841,102491;4445,7895;2,373815;595,113882;8065,399368;0;0;15,692809
10.04.2024/03:00;10.04.2024/01:00;SE1, SE2, SE3, SE4;17935,497408;4777,532692;4445,8253;2,441823;604,478256;8097,210751;0;0;8,008586
10.04.2024/04:00;10.04.2024/02:00;SE1, SE2, SE3, SE4;18176,351958;4721,240516;4446,1805;2,726271;602,011722;8393,975738;0;0;10,217211
10.04.2024/05:00;10.04.2024/03:00;SE1, SE2, SE3, SE4;18955,851577;4602,02933;4446,5074;2,466624;607,630337;9283,967169;0;0;13,250717
10.04.2024/06:00;10.04.2024/04:00;SE1, SE2, SE3, SE4;20129,656228;4800,26021;4445,7162;7,117701;602,730293;10255,676378;0;0;18,155446
10.04.2024/07:00;10.04.2024/05:00;SE1, SE2, SE3, SE4;20612,648692;4813,118023;4443,3321;48,603854;603,54838;10679,872194;0;0;24,174141
10.04.2024/08:00;10.04.2024/06:00;SE1, SE2, SE3, SE4;20914,043041;4902,149386;4438,9438;135,500201;598,940572;10802,344506;0;0;36,164576
10.04.2024/09:00;10.04.2024/07:00;SE1, SE2, SE3, SE4;20890,715745;4580,939188;4438,9414;217,966853;558,840755;11070,650769;0;0;23,37678
10.04.2024/10:00;10.04.2024/08:00;SE1, SE2, SE3, SE4;20538,001395;4443,659474;4421,2078;294,306254;529,984353;10822,633301;0;0;26,210213
10.04.2024/11:00;10.04.2024/09:00;SE1, SE2, SE3, SE4;20580,87372;4132,613739;4422,2736;353,886857;535,70043;11113,213964;0;0;23,18513
10.04.2024/12:00;10.04.2024/10:00;SE1, SE2, SE3, SE4;20755,874102;4279,512913;4422,6748;619,4077;526,59415;10875,958184;0;0;31,726355
10.04.2024/13:00;10.04.2024/11:00;SE1, SE2, SE3, SE4;20627,216246;4156,448208;4419,2201;883,482932;526,581534;10611,007975;0;0;30,475497
10.04.2024/14:00;10.04.2024/12:00;SE1, SE2, SE3, SE4;20117,93876;4112,617378;4418,5498;1007,186266;478,779122;10047,875236;0;0;52,930958
10.04.2024/15:00;10.04.2024/13:00;SE1, SE2, SE3, SE4;19845,955866;4189,664218;4419,918;971,636137;457,937913;9780,186399;0;0;26,613199
10.04.2024/16:00;10.04.2024/14:00;SE1, SE2, SE3, SE4;19795,794927;4219,904945;4421,1545;807,012358;450,336129;9874,624634;0;0;22,762361
10.04.2024/17:00;10.04.2024/15:00;SE1, SE2, SE3, SE4;20637,283267;4199,470795;4421,0483;519,049848;458,209861;11015,41307;0;0;24,091393
10.04.2024/18:00;10.04.2024/16:00;SE1, SE2, SE3, SE4;20870,91526;4219,637078;4420,2678;181,522403;462,194016;11564,185879;0;0;23,108084
10.04.2024/19:00;10.04.2024/17:00;SE1, SE2, SE3, SE4;21051,593104;4106,852853;4420,4965;18,54418;462,719991;12020,478273;0;0;22,501307
10.04.2024/20:00;10.04.2024/18:00;SE1, SE2, SE3, SE4;21261,999543;4066,792169;4418,657;2,977158;459,09536;12289,219732;0;0;25,258124
10.04.2024/21:00;10.04.2024/19:00;SE1, SE2, SE3, SE4;20968,172095;4178,595204;4420,3268;4,486253;467,696435;11870,505488;0;0;26,561915
10.04.2024/22:00;10.04.2024/20:00;SE1, SE2, SE3, SE4;20142,326874;4097,783293;4420,0549;2,771546;470,703114;11123,413304;0;0;27,600717
10.04.2024/23:00;10.04.2024/21:00;SE1, SE2, SE3, SE4;19078,384085;3881,468471;4420,0879;2,863201;473,575151;10272,51683;0;0;27,872532
11.04.2024/00:00;10.04.2024/22:00;SE1, SE2, SE3, SE4;18719,711098;3651,033764;4675,2927;2,353696;464,797353;9898,741729;0;0;27,491856
11.04.2024/01:00;10.04.2024/23:00;SE1, SE2, SE3, SE4;18454,131;3711,873664;4768,4597;3,886509;468,989339;9478,964153;0;0;21,957635
11.04.2024/02:00;11.04.2024/00:00;SE1, SE2, SE3, SE4;18274,669065;3789,711964;4770,0005;2,238624;466,312892;9226,767424;0;0;19,637661
11.04.2024/03:00;11.04.2024/01:00;SE1, SE2, SE3, SE4;18083,192518;3772,151721;4771,4795;2,275967;466,004781;9057,315918;0;0;13,964631
11.04.2024/04:00;11.04.2024/02:00;SE1, SE2, SE3, SE4;18077,943767;3863,783665;4773,2353;2,444141;463,940257;8961,494906;0;0;13,045498
11.04.2024/05:00;11.04.2024/03:00;SE1, SE2, SE3, SE4;17764,664242;3693,186202;4773,3813;2,371292;456,806527;8826,232862;0;0;12,686059
11.04.2024/06:00;11.04.2024/04:00;SE1, SE2, SE3, SE4;18387,464427;3954,81287;4793,2852;8,337429;446,381585;9167,943313;0;0;16,70403
11.04.2024/07:00;11.04.2024/05:00;SE1, SE2, SE3, SE4;19333,105384;4317,983439;4819,1262;31,069649;434,311846;9715,637274;0;0;14,976976
11.04.2024/08:00;11.04.2024/06:00;SE1, SE2, SE3, SE4;19306,879259;4521,09553;4806,0157;70,783112;458,40586;9409,836497;0;0;40,74256
11.04.2024/09:00;11.04.2024/07:00;SE1, SE2, SE3, SE4;19013,509644;4601,382991;4802,212;102,914418;446,688742;9038,618407;0;0;21,693086
11.04.2024/10:00;11.04.2024/08:00;SE1, SE2, SE3, SE4;18865,544957;4614,403212;4804,61;141,001984;452,928933;8831,092016;0;0;21,508812
11.04.2024/11:00;11.04.2024/09:00;SE1, SE2, SE3, SE4;18397,326258;4261,77332;4804,124;170,347463;449,766759;8685,050982;0;0;26,263734
11.04.2024/12:00;11.04.2024/10:00;SE1, SE2, SE3, SE4;18557,722559;4146,357561;4890,902;183,512879;448,961755;8855,255631;0;0;32,732733
11.04.2024/13:00;11.04.2024/11:00;SE1, SE2, SE3, SE4;18658,590506;4283,444337;4907,646;199,682659;436,256618;8803,681162;0;0;27,87973
11.04.2024/14:00;11.04.2024/12:00;SE1, SE2, SE3, SE4;18680,765931;4309,302119;5170,085;258,279256;423,492826;8498,275901;0;0;21,330829
11.04.2024/15:00;11.04.2024/13:00;SE1, SE2, SE3, SE4;18826,834348;4638,034596;5210,742;375,759107;422,256052;8130,007504;0;0;50,035089
11.04.2024/16:00;11.04.2024/14:00;SE1, SE2, SE3, SE4;18932,657678;5289,384139;5210,68;367,495097;435,820972;7607,97425;0;0;21,30322
11.04.2024/17:00;11.04.2024/15:00;SE1, SE2, SE3, SE4;19266,615029;5896,455559;5210,878;287,485802;454,119719;7397,056693;0;0;20,619256
11.04.2024/18:00;11.04.2024/16:00;SE1, SE2, SE3, SE4;19477,356812;6321,271455;5320,57;126,442558;445,337152;7238,536008;0;0;25,199639
11.04.2024/19:00;11.04.2024/17:00;SE1, SE2, SE3, SE4;20097,959008;6420,756863;5339,109;14,636506;420,729411;7882,094877;0;0;20,632351
11.04.2024/20:00;11.04.2024/18:00;SE1, SE2, SE3, SE4;20732,584542;6527,879007;5340,11;2,879903;422,204778;8419,777816;0;0;19,733038
11.04.2024/21:00;11.04.2024/19:00;SE1, SE2, SE3, SE4;20808,297268;6265,739469;5396,987;4,239776;420,953791;8696,288401;0;0;24,088831
11.04.2024/22:00;11.04.2024/20:00;SE1, SE2, SE3, SE4;20567,027792;5790,567359;5437,392;2,607002;429,155947;8884,44148;0;0;22,864004
11.04.2024/23:00;11.04.2024/21:00;SE1, SE2, SE3, SE4;20243,322015;5360,43948;5426,062;2,724289;436,667167;8994,145083;0;0;23,283996
12.04.2024/00:00;11.04.2024/22:00;SE1, SE2, SE3, SE4;19523,701354;4678,180167;5430,348;2,373469;441,894132;8947,007751;0;0;23,897835
12.04.2024/01:00;11.04.2024/23:00;SE1, SE2, SE3, SE4;19225,444789;4355,017897;5430,688;0,92984;420,52941;8995,151487;0;0;23,128155
12.04.2024/02:00;12.04.2024/00:00;SE1, SE2, SE3, SE4;19204,769515;4414,480126;5457,837;0,838649;435,539554;8872,98889;0;0;23,085296
12.04.2024/03:00;12.04.2024/01:00;SE1, SE2, SE3, SE4;19116,414317;4470,10334;5458,661;0,843174;443,642091;8724,959372;0;0;18,20534
12.04.2024/04:00;12.04.2024/02:00;SE1, SE2, SE3, SE4;18796,772239;4887,539277;5480,874;0,884839;455,253296;7957,449704;0;0;14,771123
12.04.2024/05:00;12.04.2024/03:00;SE1, SE2, SE3, SE4;18974,490201;5739,743569;5482,738;1,169003;509,877726;7227,044278;0;0;13,917625
12.04.2024/06:00;12.04.2024/04:00;SE1, SE2, SE3, SE4;19188,332353;7001,252947;5483,159;14,06653;565,680938;6108,304086;0;0;15,868852
12.04.2024/07:00;12.04.2024/05:00;SE1, SE2, SE3, SE4;19180,233282;8089,329996;5482,711;90,09293;595,167926;4908,00773;0;0;14,9237
12.04.2024/08:00;12.04.2024/06:00;SE1, SE2, SE3, SE4;18641,603802;8615,466748;5478,328;192,485559;599,580207;3739,811692;0;0;15,931596
12.04.2024/09:00;12.04.2024/07:00;SE1, SE2, SE3, SE4;17594,638071;8377,122366;5479,586;239,299233;592,781267;2888,409051;0;0;17,440154
12.04.2024/10:00;12.04.2024/08:00;SE1, SE2, SE3, SE4;16369,570362;7478,191066;5481,967;334,781849;580,841078;2475,943641;0;0;17,845728
12.04.2024/11:00;12.04.2024/09:00;SE1, SE2, SE3, SE4;15306,222741;6359,208013;5481,284;394,061759;529,829252;2501,890122;0;0;39,949595
12.04.2024/12:00;12.04.2024/10:00;SE1, SE2, SE3, SE4;15116,096464;5598,156271;5479,138;496,230822;464,172512;3061,483714;0;0;16,915145
12.04.2024/13:00;12.04.2024/11:00;SE1, SE2, SE3, SE4;15276,037634;4917,166297;5478,904;600,812947;478,665907;3784,519961;0;0;15,968522
12.04.2024/14:00;12.04.2024/12:00;SE1, SE2, SE3, SE4;15781,316415;4681,106153;5492,045;519,773807;462,728361;4597,608997;0;0;28,054097
12.04.2024/15:00;12.04.2024/13:00;SE1, SE2, SE3, SE4;16247,269841;4677,087209;5510,321;316,093047;468,893102;5262,380103;0;0;12,49538
12.04.2024/16:00;12.04.2024/14:00;SE1, SE2, SE3, SE4;17546,020116;5434,132514;5507,729;190,40415;472,191158;5925,615542;0;0;15,947752
12.04.2024/17:00;12.04.2024/15:00;SE1, SE2, SE3, SE4;19218,609595;7085,064862;5506,637;115,083365;487,469828;6012,851261;0;0;11,503279
