Date/Time CET/CEST;Date/Time UTC;MBA;Production Total [MWh];Hydro [MWh];Nuclear [MWh];Solar [MWh];Thermal [MWh];Wind Onshore [MWh];Wind Offshore [MWh];Energy Storage [MWh];Other [MWh]
09.11.2024/07:00;09.11.2024/06:00;SE1, SE2, SE3, SE4;16915,010946;6223,918276;5763,69;1,887909;511,149909;4406,384008;0;0,752528;7,228316
09.11.2024/08:00;09.11.2024/07:00;SE1, SE2, SE3, SE4;17387,106238;7284,452895;5762,86;7,205554;505,049993;3815,187364;0;1,109384;11,241048
09.11.2024/09:00;09.11.2024/08:00;SE1, SE2, SE3, SE4;17751,353672;8113,13822;5763,62;22,236195;525,66326;3313,727377;0;0,651394;12,317226
09.11.2024/10:00;09.11.2024/09:00;SE1, SE2, SE3, SE4;18372,842866;9035,114471;5764,66;41,042926;554,951098;2970,883838;0;0,336824;5,853709
09.11.2024/11:00;09.11.2024/10:00;SE1, SE2, SE3, SE4;18905,361005;9883,577752;5764,36;53,212082;556,976486;2641,263636;0;0,85562;5,115429
09.11.2024/12:00;09.11.2024/11:00;SE1, SE2, SE3, SE4;18978,530182;10368,784791;5765,63;47,931321;555,916813;2237,651085;0;0,47365;2,142522
09.11.2024/13:00;09.11.2024/12:00;SE1, SE2, SE3, SE4;18965,660746;10643,715989;5766,01;30,168191;576,71688;1946,011703;0;0,314596;2,723387
09.11.2024/14:00;09.11.2024/13:00;SE1, SE2, SE3, SE4;19162,927562;10942,806927;5765,66;10,881652;648,071371;1792,382888;0;0,343492;2,781232
09.11.2024/15:00;09.11.2024/14:00;SE1, SE2, SE3, SE4;19480,001274;11180,988832;5766,7;2,368473;746,661375;1782,196491;0;0,063544;1,022559
09.11.2024/16:00;09.11.2024/15:00;SE1, SE2, SE3, SE4;19554,355114;11343,614117;5766,31;1,955729;803,248951;1634,013413;0;0,506182;4,706722
09.11.2024/17:00;09.11.2024/16:00;SE1, SE2, SE3, SE4;19615,92101;11638,580316;5763,86;2,722466;819,857296;1380,302531;0;0,977874;9,620527
09.11.2024/18:00;09.11.2024/17:00;SE1, SE2, SE3, SE4;19582,661477;11844,464751;5740,54;3,271568;830,302606;1160,038651;0;0,425546;3,618355
09.11.2024/19:00;09.11.2024/18:00;SE1, SE2, SE3, SE4;19491,816422;11991,472025;5720,57;2,620995;845,395331;926,021188;0;0,516116;5,220767
09.11.2024/20:00;09.11.2024/19:00;SE1, SE2, SE3, SE4;19156,535943;11899,145931;5749,85;1,717671;847,433635;654,321312;0;0,268512;3,798882
09.11.2024/21:00;09.11.2024/20:00;SE1, SE2, SE3, SE4;19203,799805;11986,80276;5761,79;2,548855;820,667403;625,366706;0;0,534056;6,090025
09.11.2024/22:00;09.11.2024/21:00;SE1, SE2, SE3, SE4;19108,295205;11775,998434;5766,83;1,48364;799,606356;754,40959;0;0,649152;9,318033
09.11.2024/23:00;09.11.2024/22:00;SE1, SE2, SE3, SE4;19117,762269;11656,197555;5768,43;1,559453;780,588683;902,174469;0;0,440686;8,371423
10.11.2024/00:00;09.11.2024/23:00;SE1, SE2, SE3, SE4;18936,530744;11407,402201;5770,7;1,386913;721,789405;1027,516858;0;0,967842;6,767525
10.11.2024/01:00;10.11.2024/00:00;SE1, SE2, SE3, SE4;18855,690857;11294,613639;5771,3;2,292746;705,024226;1065,912701;0;2,0979;14,449645
10.11.2024/02:00;10.11.2024/01:00;SE1, SE2, SE3, SE4;18991,088536;11307,775332;5771,47;0,973411;696,333571;1210,182076;0;0,275588;4,078558
10.11.2024/03:00;10.11.2024/02:00;SE1, SE2, SE3, SE4;18906,931707;11199,981791;5770,54;1,184875;687,528743;1241,762707;0;0,54149;5,392101
10.11.2024/04:00;10.11.2024/03:00;SE1, SE2, SE3, SE4;18933,023915;11108,297265;5771,26;1,159252;690,982744;1354,50121;0;0,547808;6,275636
10.11.2024/05:00;10.11.2024/04:00;SE1, SE2, SE3, SE4;19020,186358;11124,688511;5770,5;1,40252;695,295456;1419,830489;0;0,766966;7,702416
10.11.2024/06:00;10.11.2024/05:00;SE1, SE2, SE3, SE4;19106,483176;11300,726183;5771,22;1,399172;703,719821;1322,800393;0;0,605556;6,012051
10.11.2024/07:00;10.11.2024/06:00;SE1, SE2, SE3, SE4;19013,466596;11237,746899;5770,96;1,778195;704,540973;1294,005688;0;0,48112;3,953721
10.11.2024/08:00;10.11.2024/07:00;SE1, SE2, SE3, SE4;19166,91637;11267,097078;5770,82;7,2746;717,557967;1396,920263;0;0,77716;6,469302
10.11.2024/09:00;10.11.2024/08:00;SE1, SE2, SE3, SE4;19236,655276;11286,648591;5770,9;19,829029;715,461049;1430,009679;0;1,629668;12,17726
10.11.2024/10:00;10.11.2024/09:00;SE1, SE2, SE3, SE4;19433,868826;11251,52994;5771,76;28,962235;725,669505;1653,639653;0;0,095178;2,212315
10.11.2024/11:00;10.11.2024/10:00;SE1, SE2, SE3, SE4;19452,881081;11252,653346;5772,1;32,457;733,647267;1660,170359;0;0,014024;1,839085
10.11.2024/12:00;10.11.2024/11:00;SE1, SE2, SE3, SE4;19426,860552;11174,428905;5771,23;27,182085;738,944415;1712,100189;0;0,03471;2,940248
10.11.2024/13:00;10.11.2024/12:00;SE1, SE2, SE3, SE4;19471,530446;11158,935633;5771,41;18,429879;746,073024;1773,96865;0;0,032726;2,680534
10.11.2024/14:00;10.11.2024/13:00;SE1, SE2, SE3, SE4;19701,664106;11111,208778;5770,44;8,379691;787,162602;2021,581898;0;0,033736;2,857401
10.11.2024/15:00;10.11.2024/14:00;SE1, SE2, SE3, SE4;19917,86989;11249,956378;5771,44;2,863513;832,822993;2056,120866;0;0,41202;4,25412
10.11.2024/16:00;10.11.2024/15:00;SE1, SE2, SE3, SE4;19882,306324;11174,951489;5772,23;2,120332;851,820652;2075,521691;0;0,591198;5,070962
10.11.2024/17:00;10.11.2024/16:00;SE1, SE2, SE3, SE4;20035,80487;11248,93627;5772,38;3,717799;862,369134;2140,996858;0;0,756834;6,647975
10.11.2024/18:00;10.11.2024/17:00;SE1, SE2, SE3, SE4;19978,824089;11239,160134;5772,26;2,96166;862,725977;2089,575986;0;1,116968;11,023364
10.11.2024/19:00;10.11.2024/18:00;SE1, SE2, SE3, SE4;19634,701043;11108,699436;5772,83;2,193421;860,820637;1880,632677;0;0,591582;8,93329
10.11.2024/20:00;10.11.2024/19:00;SE1, SE2, SE3, SE4;19216,242859;10916,035554;5771,89;1,520535;856,569815;1660,69912;0;0,393908;9,133927
10.11.2024/21:00;10.11.2024/20:00;SE1, SE2, SE3, SE4;19219,011675;11039,36282;5771,76;2,312349;816,629708;1580,120901;0;0,862912;7,962985
10.11.2024/22:00;10.11.2024/21:00;SE1, SE2, SE3, SE4;18978,377141;11061,969254;5773,97;1,629422;772,180163;1361,37808;0;0,893952;6,35627
10.11.2024/23:00;10.11.2024/22:00;SE1, SE2, SE3, SE4;18519,397793;10818,216265;5772,36;1,199689;731,391968;1193,675916;0;0,298846;2,255109
11.11.2024/00:00;10.11.2024/23:00;SE1, SE2, SE3, SE4;18310,755076;10656,068438;5773,53;0,932089;723,580357;1155,485005;0;0,02385;1,135337
11.11.2024/01:00;11.11.2024/00:00;SE1, SE2, SE3, SE4;18130,625972;10535,943369;5772,45;1,04998;729,41397;1085,665883;0;0,482614;5,620156
11.11.2024/02:00;11.11.2024/01:00;SE1, SE2, SE3, SE4;18205,881807;10662,664736;5772,05;1,29968;730,764795;1029,791898;0;0,811562;8,499136
11.11.2024/03:00;11.11.2024/02:00;SE1, SE2, SE3, SE4;18169,566427;10684,873084;5771,56;1,126022;726,80104;977,711743;0;0,488774;7,005764
11.11.2024/04:00;11.11.2024/03:00;SE1, SE2, SE3, SE4;18274,408452;10848,377318;5772,38;1,030079;725,463525;922,854655;0;0,42901;3,873865
11.11.2024/05:00;11.11.2024/04:00;SE1, SE2, SE3, SE4;18633,109404;11175,339325;5770,2;1,216023;775,167224;904,846872;0;0,937114;5,402846
11.11.2024/06:00;11.11.2024/05:00;SE1, SE2, SE3, SE4;19081,663803;11656,607694;5769,08;2,749581;825,014699;807,668114;0;2,918282;17,625433
11.11.2024/07:00;11.11.2024/06:00;SE1, SE2, SE3, SE4;19439,361152;12094,849069;5768,33;3,073744;847,825057;715,606248;0;1,240126;8,436908
11.11.2024/08:00;11.11.2024/07:00;SE1, SE2, SE3, SE4;19379,569464;12094,188793;5767,47;8,745616;863,559878;635,449387;0;1,099522;9,056268
11.11.2024/09:00;11.11.2024/08:00;SE1, SE2, SE3, SE4;19123,672015;12011,87883;5768,39;21,157268;861,436789;455,789049;0;0,582186;4,437893
11.11.2024/10:00;11.11.2024/09:00;SE1, SE2, SE3, SE4;18930,375406;11870,211924;5767,78;45,567813;867,914764;375,903776;0;0,347938;2,649191
11.11.2024/11:00;11.11.2024/10:00;SE1, SE2, SE3, SE4;18959,253798;11970,265309;5767,83;56,018816;857,760746;301,704452;0;0,725894;4,948581
11.11.2024/12:00;11.11.2024/11:00;SE1, SE2, SE3, SE4;18922,594679;11965,092054;5766,64;48,387228;859,799707;276,389289;0;0,725436;5,560965
11.11.2024/13:00;11.11.2024/12:00;SE1, SE2, SE3, SE4;18907,759107;11991,299765;5767,68;34,385967;867,097027;237,967005;0;0,8993;8,430043
11.11.2024/14:00;11.11.2024/13:00;SE1, SE2, SE3, SE4;18858,161606;11959,26743;5766,99;17,664513;873,64219;230,151804;0;0,706476;9,739193
11.11.2024/15:00;11.11.2024/14:00;SE1, SE2, SE3, SE4;19011,818104;12020,514266;5765,43;6,425173;919,689222;286,004277;0;2,12393;11,631236
11.11.2024/16:00;11.11.2024/15:00;SE1, SE2, SE3, SE4;19296,162553;12096,294539;5768,33;3,174687;1002,573358;407,791499;0;1,343114;16,655356
11.11.2024/17:00;11.11.2024/16:00;SE1, SE2, SE3, SE4;19541,390346;11939,727475;5768,42;2,957002;1084,442344;732,837696;0;0,215088;12,790741
11.11.2024/18:00;11.11.2024/17:00;SE1, SE2, SE3, SE4;19615,348919;11798,825035;5768,41;2,012062;1020,914778;1023,184612;0;0,131778;1,870654
11.11.2024/19:00;11.11.2024/18:00;SE1, SE2, SE3, SE4;19669,227968;11453,291459;5769,89;1,656393;980,729269;1459,194565;0;0,831852;3,63443
11.11.2024/20:00;11.11.2024/19:00;SE1, SE2, SE3, SE4;19899,353718;11167,581103;5772,21;2,010993;949,889771;2001,079708;0;1,044226;5,537917
11.11.2024/21:00;11.11.2024/20:00;SE1, SE2, SE3, SE4;19849,108471;10532,359203;5774,44;2,398876;902,628877;2634,987489;0;0,229426;2,0646
11.11.2024/22:00;11.11.2024/21:00;SE1, SE2, SE3, SE4;20017,969668;9889,403409;5772,95;2,801095;852,782678;3497,633587;0;0,121678;2,277221
11.11.2024/23:00;11.11.2024/22:00;SE1, SE2, SE3, SE4;19823,132437;9130,542958;5771,84;1,598387;821,979907;4089,555028;0;0,58942;7,026737
12.11.2024/00:00;11.11.2024/23:00;SE1, SE2, SE3, SE4;19511,718605;8608,632055;5771,58;1,722933;791,477742;4323,662084;0;1,89025;12,753541
12.11.2024/01:00;12.11.2024/00:00;SE1, SE2, SE3, SE4;19272,886358;8210,525685;5769,66;1,428365;781,010181;4502,738846;0;1,446458;6,076823
12.11.2024/02:00;12.11.2024/01:00;SE1, SE2, SE3, SE4;19483,310808;7972,804755;5771,78;1,386552;770,55537;4960,926818;0;0,986628;4,870685
12.11.2024/03:00;12.11.2024/02:00;SE1, SE2, SE3, SE4;19630,424349;7840,094305;5771,77;1,133965;772,016095;5241,754722;0;0,518604;3,136658
12.11.2024/04:00;12.11.2024/03:00;SE1, SE2, SE3, SE4;20163,618965;7821,651359;5772,29;1,137319;803,891203;5761,948069;0;0,119384;2,581631
12.11.2024/05:00;12.11.2024/04:00;SE1, SE2, SE3, SE4;20663,793028;8083,142366;5773,25;1,42302;845,128875;5951,226767;0;1,157086;8,464914
12.11.2024/06:00;12.11.2024/05:00;SE1, SE2, SE3, SE4;20932,214374;8334,770737;5773,82;1,991601;948,733469;5859,128559;0;1,679626;12,090382
12.11.2024/07:00;12.11.2024/06:00;SE1, SE2, SE3, SE4;20952,14214;8108,644167;5771,52;3,92285;1043,497797;6014,388534;0;0,949548;9,219244
12.11.2024/08:00;12.11.2024/07:00;SE1, SE2, SE3, SE4;20828,027333;7453,216305;5770,32;21,788123;1222,661506;6355,016271;0;0,436312;4,588816
12.11.2024/09:00;12.11.2024/08:00;SE1, SE2, SE3, SE4;20661,669082;7623,040253;5772,03;93,749761;1217,19846;5949,738297;0;0,609046;5,303265
12.11.2024/10:00;12.11.2024/09:00;SE1, SE2, SE3, SE4;20751,380219;7696,597859;5775,06;178,915519;1199,299717;5892,26843;0;1,065564;8,17313
12.11.2024/11:00;12.11.2024/10:00;SE1, SE2, SE3, SE4;20422,423717;7761,831694;5775,66;237,180587;1346,431511;5291,516284;0;0,936604;8,867037
12.11.2024/12:00;12.11.2024/11:00;SE1, SE2, SE3, SE4;20141,743601;8070,438922;5777,44;208,694231;1345,287952;4731,06836;0;0,892218;7,921918
12.11.2024/13:00;12.11.2024/12:00;SE1, SE2, SE3, SE4;20304,926751;8611,13709;5775,14;111,005492;1343,320096;4458,482286;0;0,5442;5,297587
12.11.2024/14:00;12.11.2024/13:00;SE1, SE2, SE3, SE4;20532,334527;8946,01871;5774,64;29,626145;1276,048532;4488,243088;0;1,234858;16,523194
12.11.2024/15:00;12.11.2024/14:00;SE1, SE2, SE3, SE4;21037,874889;9496,841871;5774,22;4,874291;1365,569556;4382,866192;0;1,649496;11,853483
12.11.2024/16:00;12.11.2024/15:00;SE1, SE2, SE3, SE4;21124,380751;10097,52287;5771,78;3,050118;1418,17783;3823,373699;0;0,978354;9,49788
12.11.2024/17:00;12.11.2024/16:00;SE1, SE2, SE3, SE4;20759,355895;9950,330377;5772,49;8,389083;1305,151391;3715,677613;0;0,062462;7,254969
12.11.2024/18:00;12.11.2024/17:00;SE1, SE2, SE3, SE4;20649,680999;9486,07796;5774,59;5,088428;1200,177266;4177,143407;0;0,48155;6,122388
12.11.2024/19:00;12.11.2024/18:00;SE1, SE2, SE3, SE4;21006,515198;9265,399539;5776,56;1,599461;1218,936786;4738,061774;0;0,517384;5,440254
12.11.2024/20:00;12.11.2024/19:00;SE1, SE2, SE3, SE4;20962,528542;8870,767831;5775,72;1,296016;938,089226;5371,378168;0;0,35018;4,927121
12.11.2024/21:00;12.11.2024/20:00;SE1, SE2, SE3, SE4;20635,027855;8241,040135;5776,73;2,452065;899,352175;5707,918592;0;0,676056;6,858832
12.11.2024/22:00;12.11.2024/21:00;SE1, SE2, SE3, SE4;20398,10367;7717,70058;5771,94;1,680801;866,610595;6036,306971;0;0,282504;3,582219
12.11.2024/23:00;12.11.2024/22:00;SE1, SE2, SE3, SE4;20492,926489;7563,510489;5771,64;1,828874;836,469815;6308,319786;0;1,530796;9,626729
13.11.2024/00:00;12.11.2024/23:00;SE1, SE2, SE3, SE4;19335,344728;6199,34963;5771,04;1,501816;732,175849;6621,260496;0;1,20225;8,814687
13.11.2024/01:00;13.11.2024/00:00;SE1, SE2, SE3, SE4;18651,420387;5665,705101;5772,08;1,293947;659,612175;6543,914091;0;1,4284;7,386673
13.11.2024/02:00;13.11.2024/01:00;SE1, SE2, SE3, SE4;18240,382653;5275,969423;5772,06;0,994831;647,519423;6540,861211;0;0,425334;2,552431
13.11.2024/03:00;13.11.2024/02:00;SE1, SE2, SE3, SE4;17852,952501;5035,884414;5772,42;1,294509;645,123498;6390,553611;0;1,737618;5,938851
13.11.2024/04:00;13.11.2024/03:00;SE1, SE2, SE3, SE4;18092,078028;5082,428778;5771,58;1,089297;650,241227;6584,026938;0;0,570256;2,141532
13.11.2024/05:00;13.11.2024/04:00;SE1, SE2, SE3, SE4;19048,781097;5402,651768;5770,56;1,921654;665,397925;7196,826046;0;2,514974;8,90873
13.11.2024/06:00;13.11.2024/05:00;SE1, SE2, SE3, SE4;19544,661459;6128,900625;5771,53;4,121965;695,816326;6920,629649;0;5,416158;18,246736
13.11.2024/07:00;13.11.2024/06:00;SE1, SE2, SE3, SE4;20167,471618;6369,13428;5771,29;4,498394;746,560433;7265,713547;0;2,26232;8,012644
13.11.2024/08:00;13.11.2024/07:00;SE1, SE2, SE3, SE4;20328,122579;6722,070682;5772,45;16,562573;836,033074;6969,111233;0;1,968346;9,926671
13.11.2024/09:00;13.11.2024/08:00;SE1, SE2, SE3, SE4;20346,053787;6673,990838;5775,69;49,365153;877,621294;6950,398592;0;0,243296;18,744614
13.11.2024/10:00;13.11.2024/09:00;SE1, SE2, SE3, SE4;20005,802548;6295,815805;5769,28;100,479674;904,083669;6921,738245;0;1,34166;13,063495
13.11.2024/11:00;13.11.2024/10:00;SE1, SE2, SE3, SE4;19655,973205;6091,607791;5759,97;128,763179;931,247927;6716,117739;0;1,88716;26,379409
13.11.2024/12:00;13.11.2024/11:00;SE1, SE2, SE3, SE4;19469,134446;6071,88411;5760,7;116,158758;882,332565;6604,089785;0;2,607042;31,362186
13.11.2024/13:00;13.11.2024/12:00;SE1, SE2, SE3, SE4;19350,628822;6135,466541;5763,93;85,808863;885,40851;6454,86927;0;1,926676;23,218962
13.11.2024/14:00;13.11.2024/13:00;SE1, SE2, SE3, SE4;20150,644305;6267,006445;5764,02;39,621281;906,241423;7156,790664;0;1,153308;15,811184
13.11.2024/15:00;13.11.2024/14:00;SE1, SE2, SE3, SE4;20836,3991;6368,194854;5763,07;5,158456;936,833172;7733,283669;0;0,236068;29,622881
13.11.2024/16:00;13.11.2024/15:00;SE1, SE2, SE3, SE4;21173,807742;6548,064125;5763,84;3,388805;956,079693;7888,2288;0;0,43534;13,770979
13.11.2024/17:00;13.11.2024/16:00;SE1, SE2, SE3, SE4;21349,540103;6559,672018;5765,44;2,230675;956,366316;8051,174156;0;1,500958;13,15598
13.11.2024/18:00;13.11.2024/17:00;SE1, SE2, SE3, SE4;21646,510082;6844,722225;5765;4,954107;943,839391;8074,712299;0;0,775736;12,506324
13.11.2024/19:00;13.11.2024/18:00;SE1, SE2, SE3, SE4;20501,323477;6311,435944;5763,75;2,212135;922,612854;7484,28997;0;1,354518;15,668056
13.11.2024/20:00;13.11.2024/19:00;SE1, SE2, SE3, SE4;19560,15951;5495,67033;5762,89;1,96683;878,755046;7403,797635;0;1,612336;15,467333
13.11.2024/21:00;13.11.2024/20:00;SE1, SE2, SE3, SE4;18796,609308;4895,397339;5763,22;2,494097;791,920974;7327,510093;0;0,880226;15,186579
13.11.2024/22:00;13.11.2024/21:00;SE1, SE2, SE3, SE4;18064,125198;4467,185068;5761,7;2,186157;705,581145;7107,47404;0;2,187946;17,810842
13.11.2024/23:00;13.11.2024/22:00;SE1, SE2, SE3, SE4;17511,163116;4010,604476;5762,41;1,844204;668,832924;7051,450572;0;0,8461;15,17484
14.11.2024/00:00;13.11.2024/23:00;SE1, SE2, SE3, SE4;17991,80643;3724,477317;5760,77;2,180247;609,911871;7879,977225;0;1,368836;13,120934
14.11.2024/01:00;14.11.2024/00:00;SE1, SE2, SE3, SE4;17950,807494;3685,298997;5757,86;0,981718;559,477388;7937,424919;0;0,306576;9,457896
14.11.2024/02:00;14.11.2024/01:00;SE1, SE2, SE3, SE4;17699,502294;3774,718201;5759,89;1,791092;543,284296;7606,240385;0;1,953458;11,624862
14.11.2024/03:00;14.11.2024/02:00;SE1, SE2, SE3, SE4;17740,567522;3637,05574;5761,55;0,84695;558,089086;7774,483121;0;0,135444;8,407181
14.11.2024/04:00;14.11.2024/03:00;SE1, SE2, SE3, SE4;17886,35498;3712,74289;5764,92;1,742875;584,527261;7803,003109;0;2,426144;16,992701
14.11.2024/05:00;14.11.2024/04:00;SE1, SE2, SE3, SE4;18472,339571;4031,22963;5767,12;2,34037;642,767421;8005,58342;0;3,870836;19,427894
14.11.2024/06:00;14.11.2024/05:00;SE1, SE2, SE3, SE4;19315,908887;4432,030159;5768,11;3,277635;740,407762;8341,956659;0;5,40713;24,719542
14.11.2024/07:00;14.11.2024/06:00;SE1, SE2, SE3, SE4;20045,681626;4963,255347;5770,1;3,880659;820,783703;8464,966465;0;3,436646;19,258806
14.11.2024/08:00;14.11.2024/07:00;SE1, SE2, SE3, SE4;20315,685866;5312,660567;5770,4;25,310638;851,296743;8337,346528;0;1,586418;17,084972
14.11.2024/09:00;14.11.2024/08:00;SE1, SE2, SE3, SE4;20067,122268;5252,495516;5773,51;145,988716;860,239408;8006,060089;0;1,572454;27,256085
14.11.2024/10:00;14.11.2024/09:00;SE1, SE2, SE3, SE4;19958,116707;5227,763317;5774,28;303,027434;857,194971;7775,747878;0;1,71841;18,384697
14.11.2024/11:00;14.11.2024/10:00;SE1, SE2, SE3, SE4;19724,266081;5271,55027;5773,12;417,546702;868,47051;7379,663863;0;1,946316;11,96842
14.11.2024/12:00;14.11.2024/11:00;SE1, SE2, SE3, SE4;19824,438481;5425,734323;5773,33;369,023158;829,57562;7418,370006;0;0,575584;7,82979
14.11.2024/13:00;14.11.2024/12:00;SE1, SE2, SE3, SE4;19356,316437;5331,649556;5774,87;215,660567;818,947334;7202,869208;0;0,630864;11,688908
14.11.2024/14:00;14.11.2024/13:00;SE1, SE2, SE3, SE4;19198,146581;5625,678014;5773,1;67,698577;838,288572;6870,088085;0;1,387832;21,905501
14.11.2024/15:00;14.11.2024/14:00;SE1, SE2, SE3, SE4;19732,864263;5865,211481;5773,87;8,855413;874,222432;7185,256478;0;3,102594;22,345865
14.11.2024/16:00;14.11.2024/15:00;SE1, SE2, SE3, SE4;19795,163534;5929,780979;5773,02;2,392231;899,150916;7141,000612;0;0,394166;49,42463
14.11.2024/17:00;14.11.2024/16:00;SE1, SE2, SE3, SE4;19873,385403;6080,55655;5773,9;3,084908;904,109559;7094,603001;0;0,111262;17,020123
14.11.2024/18:00;14.11.2024/17:00;SE1, SE2, SE3, SE4;20127,430316;6129,4581;5774,82;2,114581;882,483442;7327,27657;0;0,371968;10,905655
14.11.2024/19:00;14.11.2024/18:00;SE1, SE2, SE3, SE4;20394,91352;6181,377337;5775,53;1,707678;825,340024;7598,223524;0;0,80883;11,926127
14.11.2024/20:00;14.11.2024/19:00;SE1, SE2, SE3, SE4;20562,45027;5862,023516;5775,71;1,254309;756,172251;8153,508654;0;0,697116;13,084424
14.11.2024/21:00;14.11.2024/20:00;SE1, SE2, SE3, SE4;20140,812886;5469,266006;5776,5;2,830402;614,812318;8255,801356;0;2,892222;18,710582
14.11.2024/22:00;14.11.2024/21:00;SE1, SE2, SE3, SE4;19842,64575;5215,766597;5778,25;1,03352;549,464248;8281,922312;0;0,346506;15,862567
14.11.2024/23:00;14.11.2024/22:00;SE1, SE2, SE3, SE4;19906,068394;5059,789083;5778,37;1,8926;529,306078;8514,703528;0;1,725472;20,281633
15.11.2024/00:00;14.11.2024/23:00;SE1, SE2, SE3, SE4;18846,487756;4665,852907;5778,73;1,88719;467,477143;7911,151084;0;0,929292;20,46014
15.11.2024/01:00;15.11.2024/00:00;SE1, SE2, SE3, SE4;18319,924257;4634,840381;5778,74;1,209675;450,038466;7442,492797;0;0,475464;12,127474
15.11.2024/02:00;15.11.2024/01:00;SE1, SE2, SE3, SE4;18587,112957;4486,788492;5778,05;0,805777;441,14568;7868,826846;0;0,074318;11,421844
15.11.2024/03:00;15.11.2024/02:00;SE1, SE2, SE3, SE4;18814,366071;4375,441221;5778,73;0,978704;444,115808;8195,892953;0;0,449666;18,757719
15.11.2024/04:00;15.11.2024/03:00;SE1, SE2, SE3, SE4;18758,216182;4610,04552;5779,46;2,320952;460,869994;7877,664706;0;1,999162;25,855848
15.11.2024/05:00;15.11.2024/04:00;SE1, SE2, SE3, SE4;19461,206278;5076,018219;5779,19;1,556248;515,554064;8070,755731;0;0,571108;17,560908
15.11.2024/06:00;15.11.2024/05:00;SE1, SE2, SE3, SE4;20827,571017;5786,052733;5778,41;2,481668;599,31745;8630,718265;0;1,76747;28,823431
15.11.2024/07:00;15.11.2024/06:00;SE1, SE2, SE3, SE4;21820,060296;6349,879191;5777,75;2,641388;643,57803;9027,669925;0;0,463438;18,078324
15.11.2024/08:00;15.11.2024/07:00;SE1, SE2, SE3, SE4;22101,482851;6558,883904;5776,79;22,047814;647,995566;9074,285858;0;0,265086;21,214623
15.11.2024/09:00;15.11.2024/08:00;SE1, SE2, SE3, SE4;21753,789853;6117,101611;5777,32;122,400889;677,626532;9031,848708;0;0,337414;27,154699
15.11.2024/10:00;15.11.2024/09:00;SE1, SE2, SE3, SE4;21097,048149;5822,257726;5777,83;264,002095;670,601922;8523,227044;0;0,457022;38,67234
15.11.2024/11:00;15.11.2024/10:00;SE1, SE2, SE3, SE4;20620,407578;5571,852671;5761,3;334,416358;619,225279;8314,160968;0;0,899138;18,553164
15.11.2024/12:00;15.11.2024/11:00;SE1, SE2, SE3, SE4;20263,510815;5377,37253;5756,03;298,564535;558,194608;8257,985673;0;0,807422;14,556047
15.11.2024/13:00;15.11.2024/12:00;SE1, SE2, SE3, SE4;19875,58214;5375,770053;5756,72;191,862555;542,218134;7983,911347;0;2,3627;22,737351
15.11.2024/14:00;15.11.2024/13:00;SE1, SE2, SE3, SE4;20318,623208;5371,609087;5756,48;61,632669;529,348178;8578,994532;0;1,235756;19,322986
15.11.2024/15:00;15.11.2024/14:00;SE1, SE2, SE3, SE4;21030,927996;5442,289358;5752,9;5,531339;517,232819;9292,109014;0;1,185762;19,679704
15.11.2024/16:00;15.11.2024/15:00;SE1, SE2, SE3, SE4;21554,65906;5436,350723;5751,5;1,951883;515,674104;9831,084302;0;0,484478;17,61357
15.11.2024/17:00;15.11.2024/16:00;SE1, SE2, SE3, SE4;21363,596195;5379,143691;5752,29;1,98697;510,425295;9699,985668;0;0,162006;19,602565
15.11.2024/18:00;15.11.2024/17:00;SE1, SE2, SE3, SE4;20978,769713;5182,41079;5773,67;1,362193;471,775563;9529,463421;0;0,150282;19,937464
15.11.2024/19:00;15.11.2024/18:00;SE1, SE2, SE3, SE4;21116,554617;5044,704488;5774,69;1,293808;436,198986;9836,157044;0;0,45713;23,053161
15.11.2024/20:00;15.11.2024/19:00;SE1, SE2, SE3, SE4;21185,735824;4518,405541;5774,91;1,213101;390,278309;10479,430023;0;0,317948;21,180902
15.11.2024/21:00;15.11.2024/20:00;SE1, SE2, SE3, SE4;20985,651667;4452,451987;5661,45;2,588993;370,586414;10473,958242;0;0,054156;24,561875
15.11.2024/22:00;15.11.2024/21:00;SE1, SE2, SE3, SE4;20296,441817;4205,716238;5582,79;1,199441;354,075131;10130,249104;0;0,103468;22,308435
15.11.2024/23:00;15.11.2024/22:00;SE1, SE2, SE3, SE4;19877,543602;4189,379581;5583,72;2,091618;346,528884;9730,972057;0;0,225814;24,625648
16.11.2024/00:00;15.11.2024/23:00;SE1, SE2, SE3, SE4;19368,189334;3161,225375;5578,98;1,414679;336,284571;10271,252903;0;0,051076;18,98073
16.11.2024/01:00;16.11.2024/00:00;SE1, SE2, SE3, SE4;19354,899551;3184,764189;5375,23;1,986031;317,049577;10450,529542;0;0,680866;24,659346
16.11.2024/02:00;16.11.2024/01:00;SE1, SE2, SE3, SE4;19213,620228;3155,182696;5351,27;1,401986;319,757614;10362,153444;0;0,80558;23,048908
16.11.2024/03:00;16.11.2024/02:00;SE1, SE2, SE3, SE4;18930,690324;2994,217489;5350,55;1,029244;321,596773;10242,671322;0;0,401946;20,22355
16.11.2024/04:00;16.11.2024/03:00;SE1, SE2, SE3, SE4;18190,723147;3122,225869;5351,91;3,43655;323,290778;9341,623963;0;4,915572;43,320415
16.11.2024/05:00;16.11.2024/04:00;SE1, SE2, SE3, SE4;18334,951411;3135,152924;5353,95;1,95108;331,351547;9487,884703;0;1,1672;23,493957
