Date/Time SNT;MBA;Load Profile [MWh]
03.06.2024/06:00;SE1, SE2, SE3, SE4;-2104,564
03.06.2024/07:00;SE1, SE2, SE3, SE4;-2198,808
03.06.2024/08:00;SE1, SE2, SE3, SE4;-2250,862
03.06.2024/09:00;SE1, SE2, SE3, SE4;-2272,69
03.06.2024/10:00;SE1, SE2, SE3, SE4;-2314,905
03.06.2024/11:00;SE1, SE2, SE3, SE4;-2338,633
03.06.2024/12:00;SE1, SE2, SE3, SE4;-2301,453
03.06.2024/13:00;SE1, SE2, SE3, SE4;-2283,633
03.06.2024/14:00;SE1, SE2, SE3, SE4;-2360,387
03.06.2024/15:00;SE1, SE2, SE3, SE4;-2554,68
03.06.2024/16:00;SE1, SE2, SE3, SE4;-2786,551
03.06.2024/17:00;SE1, SE2, SE3, SE4;-2855,253
03.06.2024/18:00;SE1, SE2, SE3, SE4;-2828,81
03.06.2024/19:00;SE1, SE2, SE3, SE4;-2740,748
03.06.2024/20:00;SE1, SE2, SE3, SE4;-2613,983
03.06.2024/21:00;SE1, SE2, SE3, SE4;-2481,541
03.06.2024/22:00;SE1, SE2, SE3, SE4;-2208,94
03.06.2024/23:00;SE1, SE2, SE3, SE4;-1998,808
04.06.2024/00:00;SE1, SE2, SE3, SE4;-1854,638
04.06.2024/01:00;SE1, SE2, SE3, SE4;-1803,547
04.06.2024/02:00;SE1, SE2, SE3, SE4;-1726,064
04.06.2024/03:00;SE1, SE2, SE3, SE4;-1668,666
04.06.2024/04:00;SE1, SE2, SE3, SE4;-1729,78
04.06.2024/05:00;SE1, SE2, SE3, SE4;-1941,716
04.06.2024/06:00;SE1, SE2, SE3, SE4;-2149,992
04.06.2024/07:00;SE1, SE2, SE3, SE4;-2224,26
04.06.2024/08:00;SE1, SE2, SE3, SE4;-2248,248
04.06.2024/09:00;SE1, SE2, SE3, SE4;-2254,172
04.06.2024/10:00;SE1, SE2, SE3, SE4;-2271,676
04.06.2024/11:00;SE1, SE2, SE3, SE4;-2290,151
04.06.2024/12:00;SE1, SE2, SE3, SE4;-2245,392
04.06.2024/13:00;SE1, SE2, SE3, SE4;-2236,544
04.06.2024/14:00;SE1, SE2, SE3, SE4;-2293,841
04.06.2024/15:00;SE1, SE2, SE3, SE4;-2464,876
04.06.2024/16:00;SE1, SE2, SE3, SE4;-2672,135
04.06.2024/17:00;SE1, SE2, SE3, SE4;-2731,237
04.06.2024/18:00;SE1, SE2, SE3, SE4;-2736,185
04.06.2024/19:00;SE1, SE2, SE3, SE4;-2691,606
04.06.2024/20:00;SE1, SE2, SE3, SE4;-2611,923
04.06.2024/21:00;SE1, SE2, SE3, SE4;-2501,965
04.06.2024/22:00;SE1, SE2, SE3, SE4;-2227,933
04.06.2024/23:00;SE1, SE2, SE3, SE4;-2005,31
05.06.2024/00:00;SE1, SE2, SE3, SE4;-1887,806
05.06.2024/01:00;SE1, SE2, SE3, SE4;-1812,187
05.06.2024/02:00;SE1, SE2, SE3, SE4;-1760,091
05.06.2024/03:00;SE1, SE2, SE3, SE4;-1678,314
05.06.2024/04:00;SE1, SE2, SE3, SE4;-1728,49
05.06.2024/05:00;SE1, SE2, SE3, SE4;-1955,692
05.06.2024/06:00;SE1, SE2, SE3, SE4;-2187,674
05.06.2024/07:00;SE1, SE2, SE3, SE4;-2298,729
05.06.2024/08:00;SE1, SE2, SE3, SE4;-2373,514
05.06.2024/09:00;SE1, SE2, SE3, SE4;-2393,008
05.06.2024/10:00;SE1, SE2, SE3, SE4;-2421,66
05.06.2024/11:00;SE1, SE2, SE3, SE4;-2424,617
05.06.2024/12:00;SE1, SE2, SE3, SE4;-2378,687
05.06.2024/13:00;SE1, SE2, SE3, SE4;-2383,029
05.06.2024/14:00;SE1, SE2, SE3, SE4;-2441,967
05.06.2024/15:00;SE1, SE2, SE3, SE4;-2590,838
05.06.2024/16:00;SE1, SE2, SE3, SE4;-2733,158
05.06.2024/17:00;SE1, SE2, SE3, SE4;-2760,204
05.06.2024/18:00;SE1, SE2, SE3, SE4;-2720,093
05.06.2024/19:00;SE1, SE2, SE3, SE4;-2645,684
05.06.2024/20:00;SE1, SE2, SE3, SE4;-2577,87
05.06.2024/21:00;SE1, SE2, SE3, SE4;-2557,626
05.06.2024/22:00;SE1, SE2, SE3, SE4;-2401,154
05.06.2024/23:00;SE1, SE2, SE3, SE4;-2224,105
06.06.2024/00:00;SE1, SE2, SE3, SE4;-2083,054
06.06.2024/01:00;SE1, SE2, SE3, SE4;-2020,884
06.06.2024/02:00;SE1, SE2, SE3, SE4;-1952,32
06.06.2024/03:00;SE1, SE2, SE3, SE4;-1877,985
06.06.2024/04:00;SE1, SE2, SE3, SE4;-1848,279
06.06.2024/05:00;SE1, SE2, SE3, SE4;-1866,387
06.06.2024/06:00;SE1, SE2, SE3, SE4;-2012,106
06.06.2024/07:00;SE1, SE2, SE3, SE4;-2271,529
06.06.2024/08:00;SE1, SE2, SE3, SE4;-2487,306
06.06.2024/09:00;SE1, SE2, SE3, SE4;-2604,792
06.06.2024/10:00;SE1, SE2, SE3, SE4;-2667,733
06.06.2024/11:00;SE1, SE2, SE3, SE4;-2661,929
06.06.2024/12:00;SE1, SE2, SE3, SE4;-2598,015
06.06.2024/13:00;SE1, SE2, SE3, SE4;-2574,616
06.06.2024/14:00;SE1, SE2, SE3, SE4;-2568,642
06.06.2024/15:00;SE1, SE2, SE3, SE4;-2667,715
06.06.2024/16:00;SE1, SE2, SE3, SE4;-2821,292
06.06.2024/17:00;SE1, SE2, SE3, SE4;-2886,256
06.06.2024/18:00;SE1, SE2, SE3, SE4;-2853,116
06.06.2024/19:00;SE1, SE2, SE3, SE4;-2766,473
06.06.2024/20:00;SE1, SE2, SE3, SE4;-2695,241
06.06.2024/21:00;SE1, SE2, SE3, SE4;-2650,671
06.06.2024/22:00;SE1, SE2, SE3, SE4;-2462,409
06.06.2024/23:00;SE1, SE2, SE3, SE4;-2284,787
07.06.2024/00:00;SE1, SE2, SE3, SE4;-2177,884
07.06.2024/01:00;SE1, SE2, SE3, SE4;-2117,624
07.06.2024/02:00;SE1, SE2, SE3, SE4;-2064,323
07.06.2024/03:00;SE1, SE2, SE3, SE4;-2005,614
07.06.2024/04:00;SE1, SE2, SE3, SE4;-1997,037
07.06.2024/05:00;SE1, SE2, SE3, SE4;-2062,391
07.06.2024/06:00;SE1, SE2, SE3, SE4;-2214,361
07.06.2024/07:00;SE1, SE2, SE3, SE4;-2395,275
07.06.2024/08:00;SE1, SE2, SE3, SE4;-2512,42
07.06.2024/09:00;SE1, SE2, SE3, SE4;-2558,667
07.06.2024/10:00;SE1, SE2, SE3, SE4;-2571,185
07.06.2024/11:00;SE1, SE2, SE3, SE4;-2587,105
07.06.2024/12:00;SE1, SE2, SE3, SE4;-2540,299
07.06.2024/13:00;SE1, SE2, SE3, SE4;-2522,985
07.06.2024/14:00;SE1, SE2, SE3, SE4;-2525,624
07.06.2024/15:00;SE1, SE2, SE3, SE4;-2653,316
07.06.2024/16:00;SE1, SE2, SE3, SE4;-2806,785
07.06.2024/17:00;SE1, SE2, SE3, SE4;-2877,042
07.06.2024/18:00;SE1, SE2, SE3, SE4;-2844,427
07.06.2024/19:00;SE1, SE2, SE3, SE4;-2743,675
07.06.2024/20:00;SE1, SE2, SE3, SE4;-2658,841
07.06.2024/21:00;SE1, SE2, SE3, SE4;-2638,84
07.06.2024/22:00;SE1, SE2, SE3, SE4;-2500,749
07.06.2024/23:00;SE1, SE2, SE3, SE4;-2315,706
08.06.2024/00:00;SE1, SE2, SE3, SE4;-2178,995
08.06.2024/01:00;SE1, SE2, SE3, SE4;-2110,323
08.06.2024/02:00;SE1, SE2, SE3, SE4;-2043,261
08.06.2024/03:00;SE1, SE2, SE3, SE4;-1962,117
08.06.2024/04:00;SE1, SE2, SE3, SE4;-1916,223
08.06.2024/05:00;SE1, SE2, SE3, SE4;-1906,818
08.06.2024/06:00;SE1, SE2, SE3, SE4;-2028,298
08.06.2024/07:00;SE1, SE2, SE3, SE4;-2283,596
08.06.2024/08:00;SE1, SE2, SE3, SE4;-2501,807
08.06.2024/09:00;SE1, SE2, SE3, SE4;-2616,381
08.06.2024/10:00;SE1, SE2, SE3, SE4;-2686,309
08.06.2024/11:00;SE1, SE2, SE3, SE4;-2710,322
08.06.2024/12:00;SE1, SE2, SE3, SE4;-2681,545
08.06.2024/13:00;SE1, SE2, SE3, SE4;-2656,944
08.06.2024/14:00;SE1, SE2, SE3, SE4;-2670,558
08.06.2024/15:00;SE1, SE2, SE3, SE4;-2785,899
08.06.2024/16:00;SE1, SE2, SE3, SE4;-2953,843
08.06.2024/17:00;SE1, SE2, SE3, SE4;-3022,651
08.06.2024/18:00;SE1, SE2, SE3, SE4;-2955,881
08.06.2024/19:00;SE1, SE2, SE3, SE4;-2845,201
08.06.2024/20:00;SE1, SE2, SE3, SE4;-2742,376
08.06.2024/21:00;SE1, SE2, SE3, SE4;-2699,654
08.06.2024/22:00;SE1, SE2, SE3, SE4;-2550,754
08.06.2024/23:00;SE1, SE2, SE3, SE4;-2375,893
09.06.2024/00:00;SE1, SE2, SE3, SE4;-2247,997
09.06.2024/01:00;SE1, SE2, SE3, SE4;-2206,653
09.06.2024/02:00;SE1, SE2, SE3, SE4;-2138,954
09.06.2024/03:00;SE1, SE2, SE3, SE4;-2047,599
09.06.2024/04:00;SE1, SE2, SE3, SE4;-2017,442
09.06.2024/05:00;SE1, SE2, SE3, SE4;-2025,646
09.06.2024/06:00;SE1, SE2, SE3, SE4;-2146,833
09.06.2024/07:00;SE1, SE2, SE3, SE4;-2398,555
09.06.2024/08:00;SE1, SE2, SE3, SE4;-2641,314
09.06.2024/09:00;SE1, SE2, SE3, SE4;-2797,788
09.06.2024/10:00;SE1, SE2, SE3, SE4;-2911,907
09.06.2024/11:00;SE1, SE2, SE3, SE4;-2968,701
09.06.2024/12:00;SE1, SE2, SE3, SE4;-2955,828
09.06.2024/13:00;SE1, SE2, SE3, SE4;-2919,577
09.06.2024/14:00;SE1, SE2, SE3, SE4;-2913,662
09.06.2024/15:00;SE1, SE2, SE3, SE4;-3039,882
09.06.2024/16:00;SE1, SE2, SE3, SE4;-3217,898
09.06.2024/17:00;SE1, SE2, SE3, SE4;-3293,849
09.06.2024/18:00;SE1, SE2, SE3, SE4;-3240,253
09.06.2024/19:00;SE1, SE2, SE3, SE4;-3126,825
09.06.2024/20:00;SE1, SE2, SE3, SE4;-2999,649
09.06.2024/21:00;SE1, SE2, SE3, SE4;-2881,647
09.06.2024/22:00;SE1, SE2, SE3, SE4;-2625,475
09.06.2024/23:00;SE1, SE2, SE3, SE4;-2417,104
10.06.2024/00:00;SE1, SE2, SE3, SE4;-2267,985
10.06.2024/01:00;SE1, SE2, SE3, SE4;-2210,208
10.06.2024/02:00;SE1, SE2, SE3, SE4;-2144,073
10.06.2024/03:00;SE1, SE2, SE3, SE4;-2078,354
10.06.2024/04:00;SE1, SE2, SE3, SE4;-2131,432
10.06.2024/05:00;SE1, SE2, SE3, SE4;-2339,661
10.06.2024/06:00;SE1, SE2, SE3, SE4;-2541,334
10.06.2024/07:00;SE1, SE2, SE3, SE4;-2624,6
10.06.2024/08:00;SE1, SE2, SE3, SE4;-2678,821
10.06.2024/09:00;SE1, SE2, SE3, SE4;-2704,604
10.06.2024/10:00;SE1, SE2, SE3, SE4;-2740,907
10.06.2024/11:00;SE1, SE2, SE3, SE4;-2740,253
10.06.2024/12:00;SE1, SE2, SE3, SE4;-2681,949
10.06.2024/13:00;SE1, SE2, SE3, SE4;-2674,301
10.06.2024/14:00;SE1, SE2, SE3, SE4;-2738,611
10.06.2024/15:00;SE1, SE2, SE3, SE4;-2887,834
10.06.2024/16:00;SE1, SE2, SE3, SE4;-3103,252
10.06.2024/17:00;SE1, SE2, SE3, SE4;-3126,849
10.06.2024/18:00;SE1, SE2, SE3, SE4;-3077,16
10.06.2024/19:00;SE1, SE2, SE3, SE4;-2994,308
10.06.2024/20:00;SE1, SE2, SE3, SE4;-2886,56
10.06.2024/21:00;SE1, SE2, SE3, SE4;-2782,506
10.06.2024/22:00;SE1, SE2, SE3, SE4;-2542,97
10.06.2024/23:00;SE1, SE2, SE3, SE4;-2338,368
11.06.2024/00:00;SE1, SE2, SE3, SE4;-2207,243
11.06.2024/01:00;SE1, SE2, SE3, SE4;-2169,097
11.06.2024/02:00;SE1, SE2, SE3, SE4;-2104,503
11.06.2024/03:00;SE1, SE2, SE3, SE4;-2044,981
11.06.2024/04:00;SE1, SE2, SE3, SE4;-2082,149
11.06.2024/05:00;SE1, SE2, SE3, SE4;-2250,579
11.06.2024/06:00;SE1, SE2, SE3, SE4;-2414,053
11.06.2024/07:00;SE1, SE2, SE3, SE4;-2459,216
11.06.2024/08:00;SE1, SE2, SE3, SE4;-2452,776
11.06.2024/09:00;SE1, SE2, SE3, SE4;-2456,97
11.06.2024/10:00;SE1, SE2, SE3, SE4;-2476,531
11.06.2024/11:00;SE1, SE2, SE3, SE4;-2509,774
11.06.2024/12:00;SE1, SE2, SE3, SE4;-2461,502
11.06.2024/13:00;SE1, SE2, SE3, SE4;-2452,116
11.06.2024/14:00;SE1, SE2, SE3, SE4;-2499,856
11.06.2024/15:00;SE1, SE2, SE3, SE4;-2663,067
11.06.2024/16:00;SE1, SE2, SE3, SE4;-2897,249
11.06.2024/17:00;SE1, SE2, SE3, SE4;-2948,155
11.06.2024/18:00;SE1, SE2, SE3, SE4;-2959,555
11.06.2024/19:00;SE1, SE2, SE3, SE4;-2905,977
11.06.2024/20:00;SE1, SE2, SE3, SE4;-2792,048
11.06.2024/21:00;SE1, SE2, SE3, SE4;-2686,586
11.06.2024/22:00;SE1, SE2, SE3, SE4;-2461,126
11.06.2024/23:00;SE1, SE2, SE3, SE4;-2258,833
12.06.2024/00:00;SE1, SE2, SE3, SE4;-2138,786
12.06.2024/01:00;SE1, SE2, SE3, SE4;-2085,586
12.06.2024/02:00;SE1, SE2, SE3, SE4;-2034,807
12.06.2024/03:00;SE1, SE2, SE3, SE4;-1978,634
12.06.2024/04:00;SE1, SE2, SE3, SE4;-2015,746
12.06.2024/05:00;SE1, SE2, SE3, SE4;-2190,355
12.06.2024/06:00;SE1, SE2, SE3, SE4;-2370,414
12.06.2024/07:00;SE1, SE2, SE3, SE4;-2427,735
12.06.2024/08:00;SE1, SE2, SE3, SE4;-2432,449
12.06.2024/09:00;SE1, SE2, SE3, SE4;-2445,724
12.06.2024/10:00;SE1, SE2, SE3, SE4;-2484,396
12.06.2024/11:00;SE1, SE2, SE3, SE4;-2512,477
12.06.2024/12:00;SE1, SE2, SE3, SE4;-2486,927
12.06.2024/13:00;SE1, SE2, SE3, SE4;-2484,93
12.06.2024/14:00;SE1, SE2, SE3, SE4;-2520,469
12.06.2024/15:00;SE1, SE2, SE3, SE4;-2694,98
12.06.2024/16:00;SE1, SE2, SE3, SE4;-2916,162
12.06.2024/17:00;SE1, SE2, SE3, SE4;-2971,523
12.06.2024/18:00;SE1, SE2, SE3, SE4;-2955,362
12.06.2024/19:00;SE1, SE2, SE3, SE4;-2887,614
12.06.2024/20:00;SE1, SE2, SE3, SE4;-2794,094
12.06.2024/21:00;SE1, SE2, SE3, SE4;-2712,361
12.06.2024/22:00;SE1, SE2, SE3, SE4;-2522,854
12.06.2024/23:00;SE1, SE2, SE3, SE4;-2318,085
13.06.2024/00:00;SE1, SE2, SE3, SE4;-2174,042
13.06.2024/01:00;SE1, SE2, SE3, SE4;-2120,314
13.06.2024/02:00;SE1, SE2, SE3, SE4;-2068,38
13.06.2024/03:00;SE1, SE2, SE3, SE4;-2012,277
13.06.2024/04:00;SE1, SE2, SE3, SE4;-2040,344
13.06.2024/05:00;SE1, SE2, SE3, SE4;-2215,184
13.06.2024/06:00;SE1, SE2, SE3, SE4;-2397,777
13.06.2024/07:00;SE1, SE2, SE3, SE4;-2483,038
13.06.2024/08:00;SE1, SE2, SE3, SE4;-2519,974
13.06.2024/09:00;SE1, SE2, SE3, SE4;-2555,75
13.06.2024/10:00;SE1, SE2, SE3, SE4;-2601,808
13.06.2024/11:00;SE1, SE2, SE3, SE4;-2621,33
13.06.2024/12:00;SE1, SE2, SE3, SE4;-2560,126
13.06.2024/13:00;SE1, SE2, SE3, SE4;-2536,162
13.06.2024/14:00;SE1, SE2, SE3, SE4;-2566,892
13.06.2024/15:00;SE1, SE2, SE3, SE4;-2712,619
13.06.2024/16:00;SE1, SE2, SE3, SE4;-2910,764
13.06.2024/17:00;SE1, SE2, SE3, SE4;-2967,221
13.06.2024/18:00;SE1, SE2, SE3, SE4;-2959,417
13.06.2024/19:00;SE1, SE2, SE3, SE4;-2916,328
13.06.2024/20:00;SE1, SE2, SE3, SE4;-2847,166
13.06.2024/21:00;SE1, SE2, SE3, SE4;-2763,532
13.06.2024/22:00;SE1, SE2, SE3, SE4;-2552,809
13.06.2024/23:00;SE1, SE2, SE3, SE4;-2355,508
14.06.2024/00:00;SE1, SE2, SE3, SE4;-2246,335
14.06.2024/01:00;SE1, SE2, SE3, SE4;-2167,074
14.06.2024/02:00;SE1, SE2, SE3, SE4;-2105,435
14.06.2024/03:00;SE1, SE2, SE3, SE4;-2032,829
14.06.2024/04:00;SE1, SE2, SE3, SE4;-2065,958
14.06.2024/05:00;SE1, SE2, SE3, SE4;-2223,599
14.06.2024/06:00;SE1, SE2, SE3, SE4;-2413,321
14.06.2024/07:00;SE1, SE2, SE3, SE4;-2509,514
14.06.2024/08:00;SE1, SE2, SE3, SE4;-2542,514
14.06.2024/09:00;SE1, SE2, SE3, SE4;-2580,886
14.06.2024/10:00;SE1, SE2, SE3, SE4;-2615,654
14.06.2024/11:00;SE1, SE2, SE3, SE4;-2626,08
14.06.2024/12:00;SE1, SE2, SE3, SE4;-2576,803
14.06.2024/13:00;SE1, SE2, SE3, SE4;-2552,591
14.06.2024/14:00;SE1, SE2, SE3, SE4;-2562,126
14.06.2024/15:00;SE1, SE2, SE3, SE4;-2690,73
14.06.2024/16:00;SE1, SE2, SE3, SE4;-2844,306
14.06.2024/17:00;SE1, SE2, SE3, SE4;-2866,454
14.06.2024/18:00;SE1, SE2, SE3, SE4;-2810,555
14.06.2024/19:00;SE1, SE2, SE3, SE4;-2712,637
14.06.2024/20:00;SE1, SE2, SE3, SE4;-2625,957
14.06.2024/21:00;SE1, SE2, SE3, SE4;-2610,858
14.06.2024/22:00;SE1, SE2, SE3, SE4;-2498,759
14.06.2024/23:00;SE1, SE2, SE3, SE4;-2323,392
15.06.2024/00:00;SE1, SE2, SE3, SE4;-2186,993
15.06.2024/01:00;SE1, SE2, SE3, SE4;-2116,686
15.06.2024/02:00;SE1, SE2, SE3, SE4;-2039,477
15.06.2024/03:00;SE1, SE2, SE3, SE4;-1953,343
15.06.2024/04:00;SE1, SE2, SE3, SE4;-1908,719
15.06.2024/05:00;SE1, SE2, SE3, SE4;-1903,698
15.06.2024/06:00;SE1, SE2, SE3, SE4;-2032,138
15.06.2024/07:00;SE1, SE2, SE3, SE4;-2277,516
15.06.2024/08:00;SE1, SE2, SE3, SE4;-2495,898
15.06.2024/09:00;SE1, SE2, SE3, SE4;-2600,761
15.06.2024/10:00;SE1, SE2, SE3, SE4;-2665,839
15.06.2024/11:00;SE1, SE2, SE3, SE4;-2694,328
15.06.2024/12:00;SE1, SE2, SE3, SE4;-2673,056
15.06.2024/13:00;SE1, SE2, SE3, SE4;-2647,456
15.06.2024/14:00;SE1, SE2, SE3, SE4;-2672,654
15.06.2024/15:00;SE1, SE2, SE3, SE4;-2772,975
15.06.2024/16:00;SE1, SE2, SE3, SE4;-2938,765
15.06.2024/17:00;SE1, SE2, SE3, SE4;-2990,257
15.06.2024/18:00;SE1, SE2, SE3, SE4;-2905,87
15.06.2024/19:00;SE1, SE2, SE3, SE4;-2789,503
15.06.2024/20:00;SE1, SE2, SE3, SE4;-2676,167
15.06.2024/21:00;SE1, SE2, SE3, SE4;-2607,431
15.06.2024/22:00;SE1, SE2, SE3, SE4;-2438,329
15.06.2024/23:00;SE1, SE2, SE3, SE4;-2252,215
16.06.2024/00:00;SE1, SE2, SE3, SE4;-2111,088
16.06.2024/01:00;SE1, SE2, SE3, SE4;-2048,001
16.06.2024/02:00;SE1, SE2, SE3, SE4;-1962,003
16.06.2024/03:00;SE1, SE2, SE3, SE4;-1860,31
16.06.2024/04:00;SE1, SE2, SE3, SE4;-1823,432
16.06.2024/05:00;SE1, SE2, SE3, SE4;-1840,44
16.06.2024/06:00;SE1, SE2, SE3, SE4;-1969,744
16.06.2024/07:00;SE1, SE2, SE3, SE4;-2219,533
16.06.2024/08:00;SE1, SE2, SE3, SE4;-2449,863
16.06.2024/09:00;SE1, SE2, SE3, SE4;-2574,438
16.06.2024/10:00;SE1, SE2, SE3, SE4;-2656,639
16.06.2024/11:00;SE1, SE2, SE3, SE4;-2676,595
16.06.2024/12:00;SE1, SE2, SE3, SE4;-2637,471
16.06.2024/13:00;SE1, SE2, SE3, SE4;-2582,1
16.06.2024/14:00;SE1, SE2, SE3, SE4;-2581,914
16.06.2024/15:00;SE1, SE2, SE3, SE4;-2675,821
16.06.2024/16:00;SE1, SE2, SE3, SE4;-2856,561
16.06.2024/17:00;SE1, SE2, SE3, SE4;-2930,864
16.06.2024/18:00;SE1, SE2, SE3, SE4;-2894,659
16.06.2024/19:00;SE1, SE2, SE3, SE4;-2806,872
16.06.2024/20:00;SE1, SE2, SE3, SE4;-2668,487
16.06.2024/21:00;SE1, SE2, SE3, SE4;-2544,388
16.06.2024/22:00;SE1, SE2, SE3, SE4;-2308,269
16.06.2024/23:00;SE1, SE2, SE3, SE4;-2093,44
17.06.2024/00:00;SE1, SE2, SE3, SE4;-1942,84
17.06.2024/01:00;SE1, SE2, SE3, SE4;-1878,328
17.06.2024/02:00;SE1, SE2, SE3, SE4;-1810,272
17.06.2024/03:00;SE1, SE2, SE3, SE4;-1749,155
17.06.2024/04:00;SE1, SE2, SE3, SE4;-1807,9
17.06.2024/05:00;SE1, SE2, SE3, SE4;-1997,64
17.06.2024/06:00;SE1, SE2, SE3, SE4;-2190,47
17.06.2024/07:00;SE1, SE2, SE3, SE4;-2309,795
17.06.2024/08:00;SE1, SE2, SE3, SE4;-2367,279
17.06.2024/09:00;SE1, SE2, SE3, SE4;-2400,858
17.06.2024/10:00;SE1, SE2, SE3, SE4;-2438,455
17.06.2024/11:00;SE1, SE2, SE3, SE4;-2472,022
17.06.2024/12:00;SE1, SE2, SE3, SE4;-2417,161
17.06.2024/13:00;SE1, SE2, SE3, SE4;-2382,751
17.06.2024/14:00;SE1, SE2, SE3, SE4;-2418,936
17.06.2024/15:00;SE1, SE2, SE3, SE4;-2588,921
17.06.2024/16:00;SE1, SE2, SE3, SE4;-2824,922
17.06.2024/17:00;SE1, SE2, SE3, SE4;-2873,415
17.06.2024/18:00;SE1, SE2, SE3, SE4;-2844,908
17.06.2024/19:00;SE1, SE2, SE3, SE4;-2760,583
17.06.2024/20:00;SE1, SE2, SE3, SE4;-2637,984
17.06.2024/21:00;SE1, SE2, SE3, SE4;-2511,93
17.06.2024/22:00;SE1, SE2, SE3, SE4;-2277,779
17.06.2024/23:00;SE1, SE2, SE3, SE4;-2063,66
18.06.2024/00:00;SE1, SE2, SE3, SE4;-1927,127
18.06.2024/01:00;SE1, SE2, SE3, SE4;-1865,187
18.06.2024/02:00;SE1, SE2, SE3, SE4;-1790,442
18.06.2024/03:00;SE1, SE2, SE3, SE4;-1732,129
18.06.2024/04:00;SE1, SE2, SE3, SE4;-1779,677
18.06.2024/05:00;SE1, SE2, SE3, SE4;-1965,759
18.06.2024/06:00;SE1, SE2, SE3, SE4;-2156,577
18.06.2024/07:00;SE1, SE2, SE3, SE4;-2277,842
18.06.2024/08:00;SE1, SE2, SE3, SE4;-2333,926
18.06.2024/09:00;SE1, SE2, SE3, SE4;-2375,146
18.06.2024/10:00;SE1, SE2, SE3, SE4;-2417,287
18.06.2024/11:00;SE1, SE2, SE3, SE4;-2457,87
18.06.2024/12:00;SE1, SE2, SE3, SE4;-2418,566
18.06.2024/13:00;SE1, SE2, SE3, SE4;-2388,207
18.06.2024/14:00;SE1, SE2, SE3, SE4;-2429,967
18.06.2024/15:00;SE1, SE2, SE3, SE4;-2619,953
18.06.2024/16:00;SE1, SE2, SE3, SE4;-2824,597
18.06.2024/17:00;SE1, SE2, SE3, SE4;-2871,991
18.06.2024/18:00;SE1, SE2, SE3, SE4;-2851,011
18.06.2024/19:00;SE1, SE2, SE3, SE4;-2795,69
18.06.2024/20:00;SE1, SE2, SE3, SE4;-2672,726
18.06.2024/21:00;SE1, SE2, SE3, SE4;-2557,26
18.06.2024/22:00;SE1, SE2, SE3, SE4;-2332,807
18.06.2024/23:00;SE1, SE2, SE3, SE4;-2109,468
19.06.2024/00:00;SE1, SE2, SE3, SE4;-1955,755
19.06.2024/01:00;SE1, SE2, SE3, SE4;-1886,588
19.06.2024/02:00;SE1, SE2, SE3, SE4;-1826,6
19.06.2024/03:00;SE1, SE2, SE3, SE4;-1770,289
19.06.2024/04:00;SE1, SE2, SE3, SE4;-1815,841
19.06.2024/05:00;SE1, SE2, SE3, SE4;-1995,176
19.06.2024/06:00;SE1, SE2, SE3, SE4;-2198,13
19.06.2024/07:00;SE1, SE2, SE3, SE4;-2339,61
19.06.2024/08:00;SE1, SE2, SE3, SE4;-2413,804
19.06.2024/09:00;SE1, SE2, SE3, SE4;-2435,75
19.06.2024/10:00;SE1, SE2, SE3, SE4;-2472,791
19.06.2024/11:00;SE1, SE2, SE3, SE4;-2475,642
19.06.2024/12:00;SE1, SE2, SE3, SE4;-2441,649
19.06.2024/13:00;SE1, SE2, SE3, SE4;-2413,945
19.06.2024/14:00;SE1, SE2, SE3, SE4;-2456,134
19.06.2024/15:00;SE1, SE2, SE3, SE4;-2598,708
19.06.2024/16:00;SE1, SE2, SE3, SE4;-2803,283
19.06.2024/17:00;SE1, SE2, SE3, SE4;-2859,065
19.06.2024/18:00;SE1, SE2, SE3, SE4;-2837,939
19.06.2024/19:00;SE1, SE2, SE3, SE4;-2796,956
19.06.2024/20:00;SE1, SE2, SE3, SE4;-2708,92
19.06.2024/21:00;SE1, SE2, SE3, SE4;-2627,086
19.06.2024/22:00;SE1, SE2, SE3, SE4;-2426,147
19.06.2024/23:00;SE1, SE2, SE3, SE4;-2201,52
20.06.2024/00:00;SE1, SE2, SE3, SE4;-2043,276
20.06.2024/01:00;SE1, SE2, SE3, SE4;-1966,868
20.06.2024/02:00;SE1, SE2, SE3, SE4;-1892,598
20.06.2024/03:00;SE1, SE2, SE3, SE4;-1835,638
20.06.2024/04:00;SE1, SE2, SE3, SE4;-1867,963
20.06.2024/05:00;SE1, SE2, SE3, SE4;-2023,006
20.06.2024/06:00;SE1, SE2, SE3, SE4;-2228,571
20.06.2024/07:00;SE1, SE2, SE3, SE4;-2399,453
20.06.2024/08:00;SE1, SE2, SE3, SE4;-2478,441
20.06.2024/09:00;SE1, SE2, SE3, SE4;-2511,727
20.06.2024/10:00;SE1, SE2, SE3, SE4;-2541,002
20.06.2024/11:00;SE1, SE2, SE3, SE4;-2561,26
20.06.2024/12:00;SE1, SE2, SE3, SE4;-2528,506
20.06.2024/13:00;SE1, SE2, SE3, SE4;-2500,459
20.06.2024/14:00;SE1, SE2, SE3, SE4;-2537,052
20.06.2024/15:00;SE1, SE2, SE3, SE4;-2656,72
20.06.2024/16:00;SE1, SE2, SE3, SE4;-2816,891
20.06.2024/17:00;SE1, SE2, SE3, SE4;-2871,451
20.06.2024/18:00;SE1, SE2, SE3, SE4;-2835,498
20.06.2024/19:00;SE1, SE2, SE3, SE4;-2774,515
20.06.2024/20:00;SE1, SE2, SE3, SE4;-2675,066
