Date/Time SNT;MBA;Load Profile [MWh]
27.02.2024/08:00;SE1, SE2, SE3, SE4;-5145,183
27.02.2024/09:00;SE1, SE2, SE3, SE4;-5082,449
27.02.2024/10:00;SE1, SE2, SE3, SE4;-4998,943
27.02.2024/11:00;SE1, SE2, SE3, SE4;-4935,645
27.02.2024/12:00;SE1, SE2, SE3, SE4;-4885,367
27.02.2024/13:00;SE1, SE2, SE3, SE4;-4804,971
27.02.2024/14:00;SE1, SE2, SE3, SE4;-4802,969
27.02.2024/15:00;SE1, SE2, SE3, SE4;-4939,268
27.02.2024/16:00;SE1, SE2, SE3, SE4;-5307,002
27.02.2024/17:00;SE1, SE2, SE3, SE4;-5847,454
27.02.2024/18:00;SE1, SE2, SE3, SE4;-6009,903
27.02.2024/19:00;SE1, SE2, SE3, SE4;-5844,873
27.02.2024/20:00;SE1, SE2, SE3, SE4;-5629,024
27.02.2024/21:00;SE1, SE2, SE3, SE4;-5363,382
27.02.2024/22:00;SE1, SE2, SE3, SE4;-5029,197
27.02.2024/23:00;SE1, SE2, SE3, SE4;-4700,556
28.02.2024/00:00;SE1, SE2, SE3, SE4;-4508,024
28.02.2024/01:00;SE1, SE2, SE3, SE4;-4375,552
28.02.2024/02:00;SE1, SE2, SE3, SE4;-4338,531
28.02.2024/03:00;SE1, SE2, SE3, SE4;-4314,283
28.02.2024/04:00;SE1, SE2, SE3, SE4;-4356,971
28.02.2024/05:00;SE1, SE2, SE3, SE4;-4522,332
28.02.2024/06:00;SE1, SE2, SE3, SE4;-4815,341
28.02.2024/07:00;SE1, SE2, SE3, SE4;-4960,374
28.02.2024/08:00;SE1, SE2, SE3, SE4;-4994,485
28.02.2024/09:00;SE1, SE2, SE3, SE4;-4992,896
28.02.2024/10:00;SE1, SE2, SE3, SE4;-4975,28
28.02.2024/11:00;SE1, SE2, SE3, SE4;-4919,529
28.02.2024/12:00;SE1, SE2, SE3, SE4;-4872,079
28.02.2024/13:00;SE1, SE2, SE3, SE4;-4794,277
28.02.2024/14:00;SE1, SE2, SE3, SE4;-4726,197
28.02.2024/15:00;SE1, SE2, SE3, SE4;-4844,996
28.02.2024/16:00;SE1, SE2, SE3, SE4;-5175,111
28.02.2024/17:00;SE1, SE2, SE3, SE4;-5696,546
28.02.2024/18:00;SE1, SE2, SE3, SE4;-5864,534
28.02.2024/19:00;SE1, SE2, SE3, SE4;-5724,086
28.02.2024/20:00;SE1, SE2, SE3, SE4;-5480,185
28.02.2024/21:00;SE1, SE2, SE3, SE4;-5196,008
28.02.2024/22:00;SE1, SE2, SE3, SE4;-4863,898
28.02.2024/23:00;SE1, SE2, SE3, SE4;-4511,605
29.02.2024/00:00;SE1, SE2, SE3, SE4;-4266,232
29.02.2024/01:00;SE1, SE2, SE3, SE4;-4148,709
29.02.2024/02:00;SE1, SE2, SE3, SE4;-4091,806
29.02.2024/03:00;SE1, SE2, SE3, SE4;-4087,793
29.02.2024/04:00;SE1, SE2, SE3, SE4;-4140,474
29.02.2024/05:00;SE1, SE2, SE3, SE4;-4305,395
29.02.2024/06:00;SE1, SE2, SE3, SE4;-4611,82
29.02.2024/07:00;SE1, SE2, SE3, SE4;-4758,342
29.02.2024/08:00;SE1, SE2, SE3, SE4;-4787,733
29.02.2024/09:00;SE1, SE2, SE3, SE4;-4750,467
29.02.2024/10:00;SE1, SE2, SE3, SE4;-4697,025
29.02.2024/11:00;SE1, SE2, SE3, SE4;-4665,726
29.02.2024/12:00;SE1, SE2, SE3, SE4;-4654,101
29.02.2024/13:00;SE1, SE2, SE3, SE4;-4562,218
29.02.2024/14:00;SE1, SE2, SE3, SE4;-4565,081
29.02.2024/15:00;SE1, SE2, SE3, SE4;-4700,512
29.02.2024/16:00;SE1, SE2, SE3, SE4;-5039,443
29.02.2024/17:00;SE1, SE2, SE3, SE4;-5563,681
29.02.2024/18:00;SE1, SE2, SE3, SE4;-5772,4
29.02.2024/19:00;SE1, SE2, SE3, SE4;-5659,977
29.02.2024/20:00;SE1, SE2, SE3, SE4;-5450,425
29.02.2024/21:00;SE1, SE2, SE3, SE4;-5197,127
29.02.2024/22:00;SE1, SE2, SE3, SE4;-4884,13
29.02.2024/23:00;SE1, SE2, SE3, SE4;-4545,954
01.03.2024/00:00;SE1, SE2, SE3, SE4;-4320,948
01.03.2024/01:00;SE1, SE2, SE3, SE4;-4204,419
01.03.2024/02:00;SE1, SE2, SE3, SE4;-4148,785
01.03.2024/03:00;SE1, SE2, SE3, SE4;-4136,309
01.03.2024/04:00;SE1, SE2, SE3, SE4;-4164,045
01.03.2024/05:00;SE1, SE2, SE3, SE4;-4296,98
01.03.2024/06:00;SE1, SE2, SE3, SE4;-4554,355
01.03.2024/07:00;SE1, SE2, SE3, SE4;-4699,428
01.03.2024/08:00;SE1, SE2, SE3, SE4;-4778,707
01.03.2024/09:00;SE1, SE2, SE3, SE4;-4786,44
01.03.2024/10:00;SE1, SE2, SE3, SE4;-4759,901
01.03.2024/11:00;SE1, SE2, SE3, SE4;-4766,072
01.03.2024/12:00;SE1, SE2, SE3, SE4;-4768,637
01.03.2024/13:00;SE1, SE2, SE3, SE4;-4730,603
01.03.2024/14:00;SE1, SE2, SE3, SE4;-4735,763
01.03.2024/15:00;SE1, SE2, SE3, SE4;-4830,772
01.03.2024/16:00;SE1, SE2, SE3, SE4;-5051,586
01.03.2024/17:00;SE1, SE2, SE3, SE4;-5466,596
01.03.2024/18:00;SE1, SE2, SE3, SE4;-5593,484
01.03.2024/19:00;SE1, SE2, SE3, SE4;-5375,414
01.03.2024/20:00;SE1, SE2, SE3, SE4;-5078,311
01.03.2024/21:00;SE1, SE2, SE3, SE4;-4814,447
01.03.2024/22:00;SE1, SE2, SE3, SE4;-4565,081
01.03.2024/23:00;SE1, SE2, SE3, SE4;-4293,427
02.03.2024/00:00;SE1, SE2, SE3, SE4;-4077,867
02.03.2024/01:00;SE1, SE2, SE3, SE4;-3935,572
02.03.2024/02:00;SE1, SE2, SE3, SE4;-3855,121
02.03.2024/03:00;SE1, SE2, SE3, SE4;-3816,336
02.03.2024/04:00;SE1, SE2, SE3, SE4;-3818,055
02.03.2024/05:00;SE1, SE2, SE3, SE4;-3864,73
02.03.2024/06:00;SE1, SE2, SE3, SE4;-3945,016
02.03.2024/07:00;SE1, SE2, SE3, SE4;-4074,024
02.03.2024/08:00;SE1, SE2, SE3, SE4;-4391,138
02.03.2024/09:00;SE1, SE2, SE3, SE4;-4652,437
02.03.2024/10:00;SE1, SE2, SE3, SE4;-4779,563
02.03.2024/11:00;SE1, SE2, SE3, SE4;-4867,981
02.03.2024/12:00;SE1, SE2, SE3, SE4;-4880,526
02.03.2024/13:00;SE1, SE2, SE3, SE4;-4828,944
02.03.2024/14:00;SE1, SE2, SE3, SE4;-4795,772
02.03.2024/15:00;SE1, SE2, SE3, SE4;-4829,917
02.03.2024/16:00;SE1, SE2, SE3, SE4;-5001,927
02.03.2024/17:00;SE1, SE2, SE3, SE4;-5321,89
02.03.2024/18:00;SE1, SE2, SE3, SE4;-5437,613
02.03.2024/19:00;SE1, SE2, SE3, SE4;-5204,033
02.03.2024/20:00;SE1, SE2, SE3, SE4;-4890,015
02.03.2024/21:00;SE1, SE2, SE3, SE4;-4616,374
02.03.2024/22:00;SE1, SE2, SE3, SE4;-4420,646
02.03.2024/23:00;SE1, SE2, SE3, SE4;-4190,515
03.03.2024/00:00;SE1, SE2, SE3, SE4;-3987,626
03.03.2024/01:00;SE1, SE2, SE3, SE4;-3843,522
03.03.2024/02:00;SE1, SE2, SE3, SE4;-3793,536
03.03.2024/03:00;SE1, SE2, SE3, SE4;-3732,825
03.03.2024/04:00;SE1, SE2, SE3, SE4;-3733,796
03.03.2024/05:00;SE1, SE2, SE3, SE4;-3786,016
03.03.2024/06:00;SE1, SE2, SE3, SE4;-3846,616
03.03.2024/07:00;SE1, SE2, SE3, SE4;-4009,663
03.03.2024/08:00;SE1, SE2, SE3, SE4;-4287,091
03.03.2024/09:00;SE1, SE2, SE3, SE4;-4532,022
03.03.2024/10:00;SE1, SE2, SE3, SE4;-4657,511
03.03.2024/11:00;SE1, SE2, SE3, SE4;-4703,684
03.03.2024/12:00;SE1, SE2, SE3, SE4;-4722,542
03.03.2024/13:00;SE1, SE2, SE3, SE4;-4646,366
03.03.2024/14:00;SE1, SE2, SE3, SE4;-4593,627
03.03.2024/15:00;SE1, SE2, SE3, SE4;-4624,746
03.03.2024/16:00;SE1, SE2, SE3, SE4;-4882,656
03.03.2024/17:00;SE1, SE2, SE3, SE4;-5295,491
03.03.2024/18:00;SE1, SE2, SE3, SE4;-5581,614
03.03.2024/19:00;SE1, SE2, SE3, SE4;-5466,564
03.03.2024/20:00;SE1, SE2, SE3, SE4;-5230,369
03.03.2024/21:00;SE1, SE2, SE3, SE4;-4936,235
03.03.2024/22:00;SE1, SE2, SE3, SE4;-4630,33
03.03.2024/23:00;SE1, SE2, SE3, SE4;-4328,854
04.03.2024/00:00;SE1, SE2, SE3, SE4;-4146,856
04.03.2024/01:00;SE1, SE2, SE3, SE4;-4061,927
04.03.2024/02:00;SE1, SE2, SE3, SE4;-4048,78
04.03.2024/03:00;SE1, SE2, SE3, SE4;-4070,046
04.03.2024/04:00;SE1, SE2, SE3, SE4;-4145,004
04.03.2024/05:00;SE1, SE2, SE3, SE4;-4320,593
04.03.2024/06:00;SE1, SE2, SE3, SE4;-4604,45
04.03.2024/07:00;SE1, SE2, SE3, SE4;-4796,608
04.03.2024/08:00;SE1, SE2, SE3, SE4;-4823,253
04.03.2024/09:00;SE1, SE2, SE3, SE4;-4757,066
04.03.2024/10:00;SE1, SE2, SE3, SE4;-4637,845
04.03.2024/11:00;SE1, SE2, SE3, SE4;-4542,786
04.03.2024/12:00;SE1, SE2, SE3, SE4;-4444,232
04.03.2024/13:00;SE1, SE2, SE3, SE4;-4305,719
04.03.2024/14:00;SE1, SE2, SE3, SE4;-4258,631
04.03.2024/15:00;SE1, SE2, SE3, SE4;-4354,112
04.03.2024/16:00;SE1, SE2, SE3, SE4;-4709,796
04.03.2024/17:00;SE1, SE2, SE3, SE4;-5299,975
04.03.2024/18:00;SE1, SE2, SE3, SE4;-5667,574
04.03.2024/19:00;SE1, SE2, SE3, SE4;-5609,899
04.03.2024/20:00;SE1, SE2, SE3, SE4;-5421,806
04.03.2024/21:00;SE1, SE2, SE3, SE4;-5182,575
04.03.2024/22:00;SE1, SE2, SE3, SE4;-4872,22
04.03.2024/23:00;SE1, SE2, SE3, SE4;-4556,233
05.03.2024/00:00;SE1, SE2, SE3, SE4;-4392,749
05.03.2024/01:00;SE1, SE2, SE3, SE4;-4296,917
05.03.2024/02:00;SE1, SE2, SE3, SE4;-4276,557
05.03.2024/03:00;SE1, SE2, SE3, SE4;-4279,584
05.03.2024/04:00;SE1, SE2, SE3, SE4;-4344,114
05.03.2024/05:00;SE1, SE2, SE3, SE4;-4531,949
05.03.2024/06:00;SE1, SE2, SE3, SE4;-4809,092
05.03.2024/07:00;SE1, SE2, SE3, SE4;-4987,981
05.03.2024/08:00;SE1, SE2, SE3, SE4;-5012,779
05.03.2024/09:00;SE1, SE2, SE3, SE4;-4967,291
05.03.2024/10:00;SE1, SE2, SE3, SE4;-4916,098
05.03.2024/11:00;SE1, SE2, SE3, SE4;-4883,685
05.03.2024/12:00;SE1, SE2, SE3, SE4;-4846,468
05.03.2024/13:00;SE1, SE2, SE3, SE4;-4751,555
05.03.2024/14:00;SE1, SE2, SE3, SE4;-4739,287
05.03.2024/15:00;SE1, SE2, SE3, SE4;-4834,398
05.03.2024/16:00;SE1, SE2, SE3, SE4;-5164,478
05.03.2024/17:00;SE1, SE2, SE3, SE4;-5694,685
05.03.2024/18:00;SE1, SE2, SE3, SE4;-5990,158
05.03.2024/19:00;SE1, SE2, SE3, SE4;-5902,19
05.03.2024/20:00;SE1, SE2, SE3, SE4;-5705,986
05.03.2024/21:00;SE1, SE2, SE3, SE4;-5461,591
05.03.2024/22:00;SE1, SE2, SE3, SE4;-5135,525
05.03.2024/23:00;SE1, SE2, SE3, SE4;-4793,404
06.03.2024/00:00;SE1, SE2, SE3, SE4;-4590,172
06.03.2024/01:00;SE1, SE2, SE3, SE4;-4470,385
06.03.2024/02:00;SE1, SE2, SE3, SE4;-4437,689
06.03.2024/03:00;SE1, SE2, SE3, SE4;-4441,018
06.03.2024/04:00;SE1, SE2, SE3, SE4;-4486,888
06.03.2024/05:00;SE1, SE2, SE3, SE4;-4665,053
06.03.2024/06:00;SE1, SE2, SE3, SE4;-4939,345
06.03.2024/07:00;SE1, SE2, SE3, SE4;-5116,91
06.03.2024/08:00;SE1, SE2, SE3, SE4;-5130,678
06.03.2024/09:00;SE1, SE2, SE3, SE4;-5084,544
06.03.2024/10:00;SE1, SE2, SE3, SE4;-4964,181
06.03.2024/11:00;SE1, SE2, SE3, SE4;-4840,658
06.03.2024/12:00;SE1, SE2, SE3, SE4;-4703,941
06.03.2024/13:00;SE1, SE2, SE3, SE4;-4523,603
06.03.2024/14:00;SE1, SE2, SE3, SE4;-4425,264
06.03.2024/15:00;SE1, SE2, SE3, SE4;-4496,929
06.03.2024/16:00;SE1, SE2, SE3, SE4;-4821,284
06.03.2024/17:00;SE1, SE2, SE3, SE4;-5425,571
06.03.2024/18:00;SE1, SE2, SE3, SE4;-5877,327
06.03.2024/19:00;SE1, SE2, SE3, SE4;-5895,196
06.03.2024/20:00;SE1, SE2, SE3, SE4;-5766,226
06.03.2024/21:00;SE1, SE2, SE3, SE4;-5571,226
06.03.2024/22:00;SE1, SE2, SE3, SE4;-5307,079
06.03.2024/23:00;SE1, SE2, SE3, SE4;-5034,23
07.03.2024/00:00;SE1, SE2, SE3, SE4;-4888,165
07.03.2024/01:00;SE1, SE2, SE3, SE4;-4820,097
07.03.2024/02:00;SE1, SE2, SE3, SE4;-4837
07.03.2024/03:00;SE1, SE2, SE3, SE4;-4889,203
07.03.2024/04:00;SE1, SE2, SE3, SE4;-4986,228
07.03.2024/05:00;SE1, SE2, SE3, SE4;-5202,965
07.03.2024/06:00;SE1, SE2, SE3, SE4;-5502,848
07.03.2024/07:00;SE1, SE2, SE3, SE4;-5654,778
07.03.2024/08:00;SE1, SE2, SE3, SE4;-5475,195
07.03.2024/09:00;SE1, SE2, SE3, SE4;-5169,338
07.03.2024/10:00;SE1, SE2, SE3, SE4;-4850,919
07.03.2024/11:00;SE1, SE2, SE3, SE4;-4586,109
07.03.2024/12:00;SE1, SE2, SE3, SE4;-4365,812
07.03.2024/13:00;SE1, SE2, SE3, SE4;-4156,843
07.03.2024/14:00;SE1, SE2, SE3, SE4;-4042,331
07.03.2024/15:00;SE1, SE2, SE3, SE4;-4100,979
07.03.2024/16:00;SE1, SE2, SE3, SE4;-4427,75
07.03.2024/17:00;SE1, SE2, SE3, SE4;-5040,491
07.03.2024/18:00;SE1, SE2, SE3, SE4;-5581,077
07.03.2024/19:00;SE1, SE2, SE3, SE4;-5646,432
07.03.2024/20:00;SE1, SE2, SE3, SE4;-5540,21
07.03.2024/21:00;SE1, SE2, SE3, SE4;-5379,307
07.03.2024/22:00;SE1, SE2, SE3, SE4;-5138,302
07.03.2024/23:00;SE1, SE2, SE3, SE4;-4884,241
08.03.2024/00:00;SE1, SE2, SE3, SE4;-4737,381
08.03.2024/01:00;SE1, SE2, SE3, SE4;-4687,135
08.03.2024/02:00;SE1, SE2, SE3, SE4;-4699,618
08.03.2024/03:00;SE1, SE2, SE3, SE4;-4761,055
08.03.2024/04:00;SE1, SE2, SE3, SE4;-4869,516
08.03.2024/05:00;SE1, SE2, SE3, SE4;-5081,799
08.03.2024/06:00;SE1, SE2, SE3, SE4;-5373,31
08.03.2024/07:00;SE1, SE2, SE3, SE4;-5532,482
08.03.2024/08:00;SE1, SE2, SE3, SE4;-5330,971
08.03.2024/09:00;SE1, SE2, SE3, SE4;-5047,647
08.03.2024/10:00;SE1, SE2, SE3, SE4;-4776,109
08.03.2024/11:00;SE1, SE2, SE3, SE4;-4559,7
08.03.2024/12:00;SE1, SE2, SE3, SE4;-4404,402
08.03.2024/13:00;SE1, SE2, SE3, SE4;-4261,812
08.03.2024/14:00;SE1, SE2, SE3, SE4;-4230,508
08.03.2024/15:00;SE1, SE2, SE3, SE4;-4312,928
08.03.2024/16:00;SE1, SE2, SE3, SE4;-4630,007
08.03.2024/17:00;SE1, SE2, SE3, SE4;-5198,629
08.03.2024/18:00;SE1, SE2, SE3, SE4;-5631,21
08.03.2024/19:00;SE1, SE2, SE3, SE4;-5561,583
08.03.2024/20:00;SE1, SE2, SE3, SE4;-5342,263
08.03.2024/21:00;SE1, SE2, SE3, SE4;-5125,402
08.03.2024/22:00;SE1, SE2, SE3, SE4;-4934,921
08.03.2024/23:00;SE1, SE2, SE3, SE4;-4719,165
09.03.2024/00:00;SE1, SE2, SE3, SE4;-4555,14
09.03.2024/01:00;SE1, SE2, SE3, SE4;-4448,203
09.03.2024/02:00;SE1, SE2, SE3, SE4;-4404,814
09.03.2024/03:00;SE1, SE2, SE3, SE4;-4403,532
09.03.2024/04:00;SE1, SE2, SE3, SE4;-4437,145
09.03.2024/05:00;SE1, SE2, SE3, SE4;-4513,565
09.03.2024/06:00;SE1, SE2, SE3, SE4;-4587,196
09.03.2024/07:00;SE1, SE2, SE3, SE4;-4791,379
09.03.2024/08:00;SE1, SE2, SE3, SE4;-5122,274
09.03.2024/09:00;SE1, SE2, SE3, SE4;-5335,835
09.03.2024/10:00;SE1, SE2, SE3, SE4;-5410,719
09.03.2024/11:00;SE1, SE2, SE3, SE4;-5403,236
09.03.2024/12:00;SE1, SE2, SE3, SE4;-5322,223
09.03.2024/13:00;SE1, SE2, SE3, SE4;-5236,563
09.03.2024/14:00;SE1, SE2, SE3, SE4;-5171,039
09.03.2024/15:00;SE1, SE2, SE3, SE4;-5231,043
09.03.2024/16:00;SE1, SE2, SE3, SE4;-5447,962
09.03.2024/17:00;SE1, SE2, SE3, SE4;-5805,25
09.03.2024/18:00;SE1, SE2, SE3, SE4;-6095,24
09.03.2024/19:00;SE1, SE2, SE3, SE4;-5944,308
09.03.2024/20:00;SE1, SE2, SE3, SE4;-5640,12
09.03.2024/21:00;SE1, SE2, SE3, SE4;-5380,79
09.03.2024/22:00;SE1, SE2, SE3, SE4;-5234,586
09.03.2024/23:00;SE1, SE2, SE3, SE4;-5033,599
10.03.2024/00:00;SE1, SE2, SE3, SE4;-4843,858
10.03.2024/01:00;SE1, SE2, SE3, SE4;-4704,81
10.03.2024/02:00;SE1, SE2, SE3, SE4;-4663,207
10.03.2024/03:00;SE1, SE2, SE3, SE4;-4625,53
10.03.2024/04:00;SE1, SE2, SE3, SE4;-4642,855
10.03.2024/05:00;SE1, SE2, SE3, SE4;-4701,142
10.03.2024/06:00;SE1, SE2, SE3, SE4;-4723,762
10.03.2024/07:00;SE1, SE2, SE3, SE4;-4882,943
10.03.2024/08:00;SE1, SE2, SE3, SE4;-5194,215
10.03.2024/09:00;SE1, SE2, SE3, SE4;-5429,971
10.03.2024/10:00;SE1, SE2, SE3, SE4;-5507,528
10.03.2024/11:00;SE1, SE2, SE3, SE4;-5529,868
10.03.2024/12:00;SE1, SE2, SE3, SE4;-5493,084
10.03.2024/13:00;SE1, SE2, SE3, SE4;-5427,991
10.03.2024/14:00;SE1, SE2, SE3, SE4;-5345,433
10.03.2024/15:00;SE1, SE2, SE3, SE4;-5372,692
10.03.2024/16:00;SE1, SE2, SE3, SE4;-5591,254
10.03.2024/17:00;SE1, SE2, SE3, SE4;-5956,923
10.03.2024/18:00;SE1, SE2, SE3, SE4;-6289,898
10.03.2024/19:00;SE1, SE2, SE3, SE4;-6192,066
10.03.2024/20:00;SE1, SE2, SE3, SE4;-5927,287
10.03.2024/21:00;SE1, SE2, SE3, SE4;-5619,187
10.03.2024/22:00;SE1, SE2, SE3, SE4;-5271,81
10.03.2024/23:00;SE1, SE2, SE3, SE4;-4948,744
11.03.2024/00:00;SE1, SE2, SE3, SE4;-4781,317
11.03.2024/01:00;SE1, SE2, SE3, SE4;-4687,017
11.03.2024/02:00;SE1, SE2, SE3, SE4;-4671,705
11.03.2024/03:00;SE1, SE2, SE3, SE4;-4701,496
11.03.2024/04:00;SE1, SE2, SE3, SE4;-4767,902
11.03.2024/05:00;SE1, SE2, SE3, SE4;-4955,732
11.03.2024/06:00;SE1, SE2, SE3, SE4;-5211,368
11.03.2024/07:00;SE1, SE2, SE3, SE4;-5358,589
11.03.2024/08:00;SE1, SE2, SE3, SE4;-5218,574
11.03.2024/09:00;SE1, SE2, SE3, SE4;-4993,427
11.03.2024/10:00;SE1, SE2, SE3, SE4;-4775,538
11.03.2024/11:00;SE1, SE2, SE3, SE4;-4638,159
11.03.2024/12:00;SE1, SE2, SE3, SE4;-4526,731
11.03.2024/13:00;SE1, SE2, SE3, SE4;-4401,262
11.03.2024/14:00;SE1, SE2, SE3, SE4;-4369,29
11.03.2024/15:00;SE1, SE2, SE3, SE4;-4500,179
11.03.2024/16:00;SE1, SE2, SE3, SE4;-4891,105
11.03.2024/17:00;SE1, SE2, SE3, SE4;-5509,363
11.03.2024/18:00;SE1, SE2, SE3, SE4;-5813,328
11.03.2024/19:00;SE1, SE2, SE3, SE4;-5786,339
11.03.2024/20:00;SE1, SE2, SE3, SE4;-5599,834
11.03.2024/21:00;SE1, SE2, SE3, SE4;-5369,073
11.03.2024/22:00;SE1, SE2, SE3, SE4;-5069,441
11.03.2024/23:00;SE1, SE2, SE3, SE4;-4768,54
12.03.2024/00:00;SE1, SE2, SE3, SE4;-4601,652
12.03.2024/01:00;SE1, SE2, SE3, SE4;-4529,599
12.03.2024/02:00;SE1, SE2, SE3, SE4;-4533,587
12.03.2024/03:00;SE1, SE2, SE3, SE4;-4573,197
12.03.2024/04:00;SE1, SE2, SE3, SE4;-4655,078
12.03.2024/05:00;SE1, SE2, SE3, SE4;-4853,416
12.03.2024/06:00;SE1, SE2, SE3, SE4;-5112,514
12.03.2024/07:00;SE1, SE2, SE3, SE4;-5276,064
12.03.2024/08:00;SE1, SE2, SE3, SE4;-5187,352
12.03.2024/09:00;SE1, SE2, SE3, SE4;-5018,705
12.03.2024/10:00;SE1, SE2, SE3, SE4;-4832,054
12.03.2024/11:00;SE1, SE2, SE3, SE4;-4677,345
12.03.2024/12:00;SE1, SE2, SE3, SE4;-4540,689
12.03.2024/13:00;SE1, SE2, SE3, SE4;-4379,002
12.03.2024/14:00;SE1, SE2, SE3, SE4;-4318,019
12.03.2024/15:00;SE1, SE2, SE3, SE4;-4410,492
12.03.2024/16:00;SE1, SE2, SE3, SE4;-4790,842
12.03.2024/17:00;SE1, SE2, SE3, SE4;-5389,491
12.03.2024/18:00;SE1, SE2, SE3, SE4;-5676,585
12.03.2024/19:00;SE1, SE2, SE3, SE4;-5621,051
12.03.2024/20:00;SE1, SE2, SE3, SE4;-5422,044
12.03.2024/21:00;SE1, SE2, SE3, SE4;-5162,893
12.03.2024/22:00;SE1, SE2, SE3, SE4;-4850,938
12.03.2024/23:00;SE1, SE2, SE3, SE4;-4524,723
13.03.2024/00:00;SE1, SE2, SE3, SE4;-4340,623
13.03.2024/01:00;SE1, SE2, SE3, SE4;-4237,963
13.03.2024/02:00;SE1, SE2, SE3, SE4;-4206,679
13.03.2024/03:00;SE1, SE2, SE3, SE4;-4232,952
13.03.2024/04:00;SE1, SE2, SE3, SE4;-4278,615
13.03.2024/05:00;SE1, SE2, SE3, SE4;-4442,461
13.03.2024/06:00;SE1, SE2, SE3, SE4;-4684,696
13.03.2024/07:00;SE1, SE2, SE3, SE4;-4871,375
13.03.2024/08:00;SE1, SE2, SE3, SE4;-4867,808
13.03.2024/09:00;SE1, SE2, SE3, SE4;-4822,085
13.03.2024/10:00;SE1, SE2, SE3, SE4;-4757,333
13.03.2024/11:00;SE1, SE2, SE3, SE4;-4726,485
13.03.2024/12:00;SE1, SE2, SE3, SE4;-4677,779
13.03.2024/13:00;SE1, SE2, SE3, SE4;-4589,849
13.03.2024/14:00;SE1, SE2, SE3, SE4;-4568,855
13.03.2024/15:00;SE1, SE2, SE3, SE4;-4674,481
13.03.2024/16:00;SE1, SE2, SE3, SE4;-5003,917
13.03.2024/17:00;SE1, SE2, SE3, SE4;-5490,729
13.03.2024/18:00;SE1, SE2, SE3, SE4;-5671,281
13.03.2024/19:00;SE1, SE2, SE3, SE4;-5546,998
13.03.2024/20:00;SE1, SE2, SE3, SE4;-5314,61
13.03.2024/21:00;SE1, SE2, SE3, SE4;-5014,831
13.03.2024/22:00;SE1, SE2, SE3, SE4;-4666,94
13.03.2024/23:00;SE1, SE2, SE3, SE4;-4315,58
14.03.2024/00:00;SE1, SE2, SE3, SE4;-4080,502
14.03.2024/01:00;SE1, SE2, SE3, SE4;-3928,501
14.03.2024/02:00;SE1, SE2, SE3, SE4;-3843,97
14.03.2024/03:00;SE1, SE2, SE3, SE4;-3815,014
14.03.2024/04:00;SE1, SE2, SE3, SE4;-3825,876
14.03.2024/05:00;SE1, SE2, SE3, SE4;-3942,746
14.03.2024/06:00;SE1, SE2, SE3, SE4;-4145,369
14.03.2024/07:00;SE1, SE2, SE3, SE4;-4313,985
14.03.2024/08:00;SE1, SE2, SE3, SE4;-4308,615
14.03.2024/09:00;SE1, SE2, SE3, SE4;-4268,002
14.03.2024/10:00;SE1, SE2, SE3, SE4;-4215,087
14.03.2024/11:00;SE1, SE2, SE3, SE4;-4168,114
14.03.2024/12:00;SE1, SE2, SE3, SE4;-4111,656
14.03.2024/13:00;SE1, SE2, SE3, SE4;-4020,072
14.03.2024/14:00;SE1, SE2, SE3, SE4;-3991,916
14.03.2024/15:00;SE1, SE2, SE3, SE4;-4083,106
14.03.2024/16:00;SE1, SE2, SE3, SE4;-4406,11
14.03.2024/17:00;SE1, SE2, SE3, SE4;-4888,823
14.03.2024/18:00;SE1, SE2, SE3, SE4;-5073,24
14.03.2024/19:00;SE1, SE2, SE3, SE4;-4999,918
14.03.2024/20:00;SE1, SE2, SE3, SE4;-4774,167
14.03.2024/21:00;SE1, SE2, SE3, SE4;-4506,399
14.03.2024/22:00;SE1, SE2, SE3, SE4;-4170,211
14.03.2024/23:00;SE1, SE2, SE3, SE4;-3830,113
15.03.2024/00:00;SE1, SE2, SE3, SE4;-3617,282
15.03.2024/01:00;SE1, SE2, SE3, SE4;-3484,42
15.03.2024/02:00;SE1, SE2, SE3, SE4;-3422,374
15.03.2024/03:00;SE1, SE2, SE3, SE4;-3417,166
15.03.2024/04:00;SE1, SE2, SE3, SE4;-3437,439
15.03.2024/05:00;SE1, SE2, SE3, SE4;-3566,331
15.03.2024/06:00;SE1, SE2, SE3, SE4;-3774,424
15.03.2024/07:00;SE1, SE2, SE3, SE4;-3974,582
15.03.2024/08:00;SE1, SE2, SE3, SE4;-3994,118
15.03.2024/09:00;SE1, SE2, SE3, SE4;-3939,99
15.03.2024/10:00;SE1, SE2, SE3, SE4;-3891,733
15.03.2024/11:00;SE1, SE2, SE3, SE4;-3872,877
15.03.2024/12:00;SE1, SE2, SE3, SE4;-3875,874
15.03.2024/13:00;SE1, SE2, SE3, SE4;-3847,136
15.03.2024/14:00;SE1, SE2, SE3, SE4;-3885,903
15.03.2024/15:00;SE1, SE2, SE3, SE4;-4035,082
15.03.2024/16:00;SE1, SE2, SE3, SE4;-4342,902
15.03.2024/17:00;SE1, SE2, SE3, SE4;-4762,777
15.03.2024/18:00;SE1, SE2, SE3, SE4;-4916,852
15.03.2024/19:00;SE1, SE2, SE3, SE4;-4778,094
15.03.2024/20:00;SE1, SE2, SE3, SE4;-4478,717
15.03.2024/21:00;SE1, SE2, SE3, SE4;-4231,943
15.03.2024/22:00;SE1, SE2, SE3, SE4;-3993,008
